Time (s),Heat Release Rate (kW),NG Burner HRR (kW),Exhaust Mass Flow Rate (kg/s),Oxygen (Vol Fr),CO2 (Vol Fr),CO (Vol Fr),Radiant Heat Flux (kW/m^2),Ksmoke (1/m)
1216,7.38,-0.15,2.0159,0.20912,0.0006214,5e-06,0.17975,0.034
1217,7.11,-0.28,2.0171,0.20913,0.0006191,4.8e-06,0.18349,0.041
1218,6.31,-0.28,2.014,0.20915,0.0006161,4.6e-06,0.18311,0.032
1219,5.61,-0.25,2.0119,0.20917,0.0006141,4.6e-06,0.18182,0.031
1220,5.83,-0.23,2.0105,0.20917,0.0006126,4.4e-06,0.18188,0.04
1221,6.33,-0.15,2.012,0.20915,0.0006115,4.4e-06,0.17968,0.031
1222,6.14,-0.17,2.0122,0.20916,0.0006116,4.6e-06,0.176,0.032
1223,6.42,-0.19,2.0147,0.20915,0.0006109,4.7e-06,0.17576,0.039
1224,6.4,-0.22,2.0119,0.20915,0.0006115,4.8e-06,0.17767,0.037
1225,6.32,-0.29,2.0093,0.20915,0.0006119,5e-06,0.17821,0.033
1226,6.97,-0.15,2.014,0.20914,0.0006123,4.9e-06,0.17775,0.037
1227,6.59,-0.23,2.0121,0.20915,0.0006124,4.8e-06,0.17575,0.036
1228,6.66,-0.15,2.0166,0.20915,0.0006132,4.7e-06,0.17899,0.042
1229,6.74,-0.19,2.0175,0.20914,0.0006136,4.6e-06,0.17695,0.041
1230,6.82,-0.25,2.0204,0.20914,0.000614,4.9e-06,0.17688,0.038
1231,6.84,-0.24,2.0204,0.20914,0.0006145,4.9e-06,0.17939,0.042
1232,7.11,-0.22,2.023,0.20913,0.0006142,5e-06,0.17852,0.039
1233,7.01,-0.14,2.023,0.20914,0.0006142,5.1e-06,0.17413,0.032
1234,7.14,-0.16,2.0235,0.20913,0.0006136,5.2e-06,0.17734,0.038
1235,6.78,-0.19,2.0234,0.20914,0.0006125,5.4e-06,0.17561,0.028
1236,7.06,-0.25,2.0217,0.20914,0.000611,5.3e-06,0.17335,0.027
1237,6.7,-0.31,2.0219,0.20915,0.0006087,5.1e-06,0.17269,0.023
1238,6.33,-0.12,2.0205,0.20916,0.000606,5e-06,0.17161,0.028
1239,6.29,-0.17,2.0221,0.20916,0.0006036,5.1e-06,0.16783,0.027
1240,6.23,-0.18,2.0169,0.20916,0.0006021,5e-06,0.16892,0.027
1241,6.06,-0.19,2.0136,0.20916,0.0006014,4.9e-06,0.16786,0.02
1242,6.33,-0.29,2.0092,0.20916,0.0006003,4.5e-06,0.16637,0.031
1243,6.3,-0.21,2.0071,0.20916,0.0006001,4.5e-06,0.17015,0.026
1244,6.1,-0.28,2.0108,0.20916,0.0005994,4.6e-06,0.16698,0.027
1245,6.28,-0.13,2.0127,0.20916,0.0005998,4.7e-06,0.16715,0.033
1246,6.13,-0.16,2.0141,0.20916,0.0006004,4.8e-06,0.1685,0.028
1247,6.03,-0.2,2.0156,0.20916,0.0006018,4.7e-06,0.16689,0.031
1248,6.2,-0.28,2.0114,0.20916,0.0006027,4.8e-06,0.16926,0.022
1249,6.49,-0.32,2.0073,0.20915,0.0006033,5e-06,0.16719,0.031
1250,6.7,-0.15,2.0124,0.20915,0.0006029,5.2e-06,0.1677,0.029
1251,6.85,-0.24,2.0138,0.20914,0.0006029,5e-06,0.16596,0.032
1252,6.33,-0.2,2.0177,0.20916,0.0006028,4.7e-06,0.16398,0.019
1253,6.61,-0.21,2.0175,0.20915,0.0006019,4.7e-06,0.16372,0.029
1254,6.31,-0.22,2.0138,0.20916,0.000602,4.5e-06,0.16461,0.03
1255,5.95,-0.21,2.0124,0.20917,0.000601,4.4e-06,0.16356,0.036
1256,6.3,-0.22,2.0143,0.20916,0.0006009,4.4e-06,0.16266,0.024
1257,6.21,-0.21,2.0168,0.20916,0.0006013,4.1e-06,0.16265,0.03
1258,6.18,-0.19,2.0209,0.20916,0.0006016,3.9e-06,0.16034,0.027
1259,6.4,-0.24,2.0243,0.20916,0.0006011,4e-06,0.15962,0.036
1260,6.71,-0.25,2.026,0.20915,0.0006011,4.5e-06,0.1563,0.032
1261,6.39,-0.29,2.0239,0.20916,0.000601,4.4e-06,0.15827,0.027
1262,6.39,-0.14,2.0227,0.20916,0.0006007,4.3e-06,0.16074,0.029
1263,6.43,-0.27,2.0208,0.20916,0.0005988,4.2e-06,0.15893,0.018
1264,6.39,-0.22,2.0224,0.20916,0.0005966,4.2e-06,0.16024,0.032
1265,6.17,-0.22,2.0255,0.20916,0.0005942,3.8e-06,0.16093,0.024
1266,5.68,-0.18,2.0246,0.20918,0.0005933,3.9e-06,0.15862,0.036
1267,5.62,-0.29,2.0205,0.20918,0.0005929,4.2e-06,0.16077,0.028
1268,6.17,-0.27,2.0208,0.20916,0.0005935,4.5e-06,0.15741,0.027
1269,6.14,-0.3,2.0218,0.20916,0.0005933,4.4e-06,0.15866,0.03
1270,6.03,-0.19,2.0174,0.20917,0.0005932,4.1e-06,0.16301,0.028
1271,5.72,-0.16,2.019,0.20918,0.0005923,4.1e-06,0.16016,0.026
1272,5.57,-0.16,2.0191,0.20918,0.0005911,4.3e-06,0.15526,0.028
1273,5.93,-0.19,2.0232,0.20917,0.0005891,4e-06,0.15243,0.024
1274,5.73,-0.27,2.0248,0.20918,0.0005877,4.2e-06,0.15433,0.024
1275,5.47,-0.19,2.0202,0.20918,0.0005862,4.2e-06,0.15285,0.023
1276,5.58,-0.2,2.0181,0.20918,0.0005842,3.8e-06,0.15661,0.025
1277,5.55,-0.23,2.0197,0.20918,0.0005829,3.4e-06,0.15943,0.021
1278,5.16,-0.27,2.0178,0.20919,0.0005827,3.4e-06,0.15893,0.023
1279,5.16,-0.21,2.0147,0.20919,0.0005819,3.4e-06,0.15618,0.021
1280,5.57,-0.28,2.0144,0.20918,0.0005812,3.1e-06,0.15393,0.027
1281,5.75,-0.28,2.0167,0.20918,0.0005807,3.5e-06,0.15159,0.024
1282,5.83,-0.2,2.0194,0.20918,0.0005801,3.6e-06,0.15225,0.022
1283,5.36,-0.29,2.0178,0.20919,0.0005802,3.7e-06,0.14975,0.023
1284,5.44,-0.21,2.0153,0.20919,0.0005798,3.5e-06,0.14985,0.019
1285,5.48,-0.38,2.0198,0.20919,0.0005787,3.5e-06,0.15118,0.022
1286,5.17,-0.26,2.0199,0.20919,0.0005778,3.3e-06,0.15014,0.022
1287,5.03,-0.25,2.0176,0.2092,0.0005773,3.5e-06,0.14648,0.02
1288,5.19,-0.22,2.0171,0.20919,0.0005763,3.5e-06,0.14522,0.019
1289,5.37,-0.1,2.0168,0.20919,0.000576,3.1e-06,0.1466,0.021
1290,5.24,-0.14,2.0171,0.20919,0.0005751,3e-06,0.14513,0.02
1291,5.11,-0.21,2.0142,0.2092,0.0005754,2.8e-06,0.14146,0.021
1292,5.27,-0.12,2.0117,0.20919,0.0005752,3e-06,0.14671,0.021
1293,5.55,-0.14,2.0148,0.20918,0.0005758,3e-06,0.14676,0.018
1294,5.59,-0.2,2.0162,0.20918,0.0005761,2.8e-06,0.14181,0.018
1295,5.66,-0.2,2.0144,0.20918,0.0005754,2.9e-06,0.14166,0.019
1296,5.28,-0.27,2.0157,0.20919,0.0005753,2.9e-06,0.14503,0.018
1297,5.2,-0.15,2.0179,0.20919,0.0005752,2.7e-06,0.14447,0.018
1298,5.18,-0.12,2.0187,0.2092,0.0005744,2.5e-06,0.14261,0.017
1299,5.33,-0.24,2.0226,0.20919,0.0005745,2.8e-06,0.14351,0.019
1300,5.12,-0.18,2.0221,0.2092,0.0005743,3.3e-06,0.14416,0.02
1301,5.15,-0.16,2.0254,0.2092,0.0005746,3.6e-06,0.13945,0.018
1302,5.35,-0.21,2.0263,0.20919,0.0005752,3.4e-06,0.14057,0.017
1303,5.44,-0.17,2.0238,0.20919,0.0005752,3.4e-06,0.14182,0.015
1304,5.68,-0.16,2.0235,0.20918,0.0005738,3.7e-06,0.14055,0.017
1305,5.36,-0.36,2.0212,0.20919,0.0005727,3.6e-06,0.13846,0.016
1306,4.78,-0.21,2.0182,0.20921,0.0005716,3.6e-06,0.14242,0.019
1307,4.64,-0.28,2.0189,0.20921,0.0005707,3.5e-06,0.1412,0.015
1308,4.83,-0.26,2.0177,0.20921,0.00057,3.2e-06,0.14024,0.011
1309,4.58,-0.21,2.0147,0.20921,0.0005689,3.5e-06,0.13957,0.015
1310,4.68,-0.27,2.0165,0.20921,0.0005675,3.5e-06,0.139,0.014
1311,4.58,-0.22,2.0152,0.20921,0.0005668,3.7e-06,0.13895,0.019
1312,4.51,-0.22,2.0156,0.20921,0.0005667,3.7e-06,0.13591,0.016
1313,4.55,-0.25,2.0173,0.20921,0.0005666,3.9e-06,0.1361,0.012
1314,4.82,-0.28,2.0175,0.20921,0.0005661,3.6e-06,0.13645,0.012
1315,4.85,-0.19,2.0196,0.20921,0.0005645,3.4e-06,0.13881,0.012
1316,4.54,-0.23,2.0234,0.20922,0.0005623,3.3e-06,0.13845,0.011
1317,4.39,-0.17,2.0228,0.20922,0.0005594,3.5e-06,0.13758,0.012
1318,4.14,-0.22,2.022,0.20923,0.0005567,3.5e-06,0.13694,0.013
1319,4.26,-0.27,2.0206,0.20922,0.0005549,3.6e-06,0.13713,0.009
1320,4,-0.22,2.0211,0.20923,0.0005537,3.3e-06,0.13298,0.013
1321,4.22,-0.1,2.0217,0.20923,0.0005524,3.1e-06,0.13545,0.014
1322,4.01,-0.22,2.0219,0.20923,0.0005525,2.9e-06,0.13524,0.013
1323,4.07,-0.18,2.0201,0.20923,0.0005531,2.7e-06,0.13022,0.012
1324,4.21,-0.25,2.0192,0.20923,0.0005536,2.7e-06,0.13062,0.012
1325,4.33,-0.22,2.0178,0.20922,0.0005534,3e-06,0.13074,0.013
1326,4.18,-0.19,2.0171,0.20923,0.0005535,3.3e-06,0.12918,0.014
1327,4.36,-0.14,2.0138,0.20922,0.0005545,3.5e-06,0.13242,0.009
1328,4.68,-0.21,2.0163,0.20921,0.0005544,3.4e-06,0.13219,0.009
1329,4.8,-0.18,2.017,0.20921,0.0005545,3.5e-06,0.13491,0.013
1330,4.37,-0.21,2.0155,0.20922,0.0005537,3.4e-06,0.13507,0.008
1331,4.17,-0.18,2.0137,0.20923,0.0005524,3.5e-06,0.13297,0.01
1332,4.12,-0.14,2.0117,0.20923,0.0005511,3.4e-06,0.13034,0.008
1333,3.82,-0.23,2.0124,0.20924,0.0005491,3.6e-06,0.12601,0.009
1334,3.56,-0.23,2.014,0.20924,0.0005475,3.3e-06,0.12313,0.008
1335,3.73,-0.18,2.0175,0.20924,0.0005455,3.4e-06,0.12627,0.009
1336,3.86,-0.3,2.0164,0.20924,0.0005439,3.4e-06,0.12597,0.008
1337,3.79,-0.23,2.0219,0.20924,0.000542,3.1e-06,0.12526,0.006
1338,3.76,-0.18,2.0228,0.20924,0.0005407,3e-06,0.12673,0.007
1339,3.48,-0.13,2.025,0.20925,0.0005396,3.1e-06,0.12457,0.006
1340,3.54,-0.18,2.0264,0.20925,0.0005379,2.8e-06,0.12804,0.006
1341,3.31,-0.17,2.0259,0.20926,0.0005357,2.7e-06,0.12324,0.006
1342,3.34,-0.11,2.0278,0.20925,0.0005342,2.7e-06,0.12183,0.006
1343,3.33,-0.33,2.0282,0.20926,0.000533,2.5e-06,0.1261,0.005
1344,3.57,-0.25,2.0296,0.20925,0.0005317,2.5e-06,0.12782,0.004
1345,3.13,-0.2,2.0286,0.20926,0.0005306,3e-06,0.12412,0.005
1346,3.4,-0.19,2.0264,0.20925,0.0005304,3.3e-06,0.12438,0.006
1347,3.47,-0.22,2.024,0.20925,0.0005304,3e-06,0.1265,0.004
1348,3.3,-0.3,2.0236,0.20926,0.0005304,3e-06,0.12649,0.004
1349,3.27,-0.3,2.0202,0.20926,0.0005305,3.4e-06,0.12462,0.003
1350,3.36,-0.17,2.0176,0.20925,0.0005309,3.3e-06,0.12256,0.003
1351,3.35,-0.28,2.0134,0.20925,0.0005309,3.1e-06,0.11987,0.004
1352,3.53,-0.23,2.0117,0.20925,0.0005306,2.8e-06,0.11832,0.006
1353,3.07,-0.21,2.0102,0.20926,0.0005306,2.5e-06,0.11831,0.004
1354,3.6,-0.16,2.0058,0.20925,0.0005312,2.8e-06,0.11943,0.004
1355,3.64,-0.19,2.0045,0.20925,0.000532,3e-06,0.11907,0.005
1356,3.5,-0.2,2.0049,0.20925,0.0005322,3.3e-06,0.12182,0.005
1357,3.67,-0.27,2.0008,0.20924,0.0005328,3.1e-06,0.12475,0.006
1358,3.74,-0.18,2.0007,0.20924,0.0005336,3e-06,0.12251,0.005
1359,3.63,-0.24,2.0005,0.20925,0.0005341,3e-06,0.12286,0.004
1360,3.6,-0.2,2.001,0.20925,0.0005351,3e-06,0.12044,0.003
1361,3.42,-0.17,2.0064,0.20925,0.0005343,3e-06,0.1187,0.004
1362,3.56,-0.16,2.0073,0.20925,0.0005334,3.2e-06,0.1199,0.005
1363,3.66,-0.29,2.009,0.20924,0.0005335,3.4e-06,0.11892,0.005
1364,3.13,-0.16,2.0154,0.20926,0.0005327,3.4e-06,0.11116,0.003
1365,3.44,-0.13,2.0166,0.20925,0.0005323,3.5e-06,0.11626,0.003
1366,3.41,-0.23,2.0173,0.20925,0.0005312,3.6e-06,0.11385,0.003
1367,3.44,-0.28,2.0216,0.20925,0.0005304,3.7e-06,0.11178,0.003
1368,3.3,-0.31,2.022,0.20926,0.0005293,3.5e-06,0.11212,0.004
1369,2.92,-0.2,2.0239,0.20927,0.0005284,3.5e-06,0.11222,0.001
1370,2.56,-0.3,2.0245,0.20928,0.0005268,3.7e-06,0.11321,0.001
1371,2.64,-0.35,2.0229,0.20928,0.0005251,3.7e-06,0.11518,0.002
1372,2.82,-0.23,2.0229,0.20927,0.000524,3.4e-06,0.11616,0.002
1373,2.71,-0.27,2.0211,0.20927,0.0005224,3.3e-06,0.11534,0.001
1374,2.8,-0.21,2.0163,0.20927,0.0005209,3.3e-06,0.11136,0.002
1375,2.66,-0.28,2.0182,0.20928,0.0005203,3.5e-06,0.11188,0.002
1376,2.8,-0.29,2.0218,0.20927,0.0005196,3.1e-06,0.11395,0.001
1377,2.69,-0.19,2.0216,0.20928,0.0005196,3e-06,0.10894,0.001
1378,2.42,-0.2,2.0222,0.20928,0.0005194,3e-06,0.11014,0.001
1379,2.63,-0.26,2.0212,0.20928,0.0005187,2.8e-06,0.11149,0.001
1380,2.87,-0.37,2.0228,0.20927,0.0005175,2.9e-06,0.11473,0.001
1381,2.95,-0.32,2.0225,0.20927,0.0005166,2.7e-06,0.11324,0.001
1382,2.74,-0.23,2.022,0.20928,0.0005157,2.6e-06,0.11028,0.001
1383,2.53,-0.23,2.0239,0.20928,0.0005152,2.4e-06,0.11074,0
1384,2.43,-0.17,2.0231,0.20928,0.0005141,2.1e-06,0.11421,0.001
1385,2.8,-0.22,2.0214,0.20927,0.0005133,2.1e-06,0.11504,0.001
1386,2.42,-0.16,2.0166,0.20928,0.0005127,2.2e-06,0.1137,0
1387,2.15,-0.24,2.0137,0.20929,0.0005115,2.3e-06,0.11185,0.001
1388,2.44,-0.28,2.0112,0.20928,0.0005119,2.6e-06,0.10723,0.002
1389,2.49,-0.2,2.0141,0.20928,0.0005122,2.7e-06,0.10529,0.001
1390,2.71,-0.28,2.013,0.20928,0.0005139,2.6e-06,0.1092,0.002
1391,2.77,-0.22,2.0143,0.20927,0.0005153,2.5e-06,0.10864,0.002
1392,2.83,-0.26,2.0143,0.20927,0.0005165,2.6e-06,0.10996,0.001
1393,3.29,-0.25,2.0134,0.20926,0.0005169,2.3e-06,0.10857,0
1394,2.97,-0.29,2.0154,0.20927,0.0005166,2.3e-06,0.1049,0.001
1395,2.82,-0.25,2.0135,0.20927,0.0005168,2.6e-06,0.10102,0
1396,2.59,-0.22,2.0163,0.20928,0.0005166,2.9e-06,0.10054,0.002
1397,2.73,-0.21,2.0191,0.20928,0.000515,3e-06,0.10252,0
1398,2.48,-0.19,2.0227,0.20928,0.0005132,2.9e-06,0.098228,0
1399,2.51,-0.22,2.0226,0.20928,0.000512,3e-06,0.10044,-0
1400,1.97,-0.25,2.0253,0.2093,0.0005102,3.1e-06,0.10316,0
1401,1.82,-0.24,2.0262,0.2093,0.0005093,3.1e-06,0.1057,0
1402,2.41,-0.25,2.0272,0.20929,0.000509,3.2e-06,0.10757,0
1403,1.86,-0.16,2.0289,0.2093,0.000508,3.3e-06,0.10761,-0
1404,2.45,-0.2,2.0292,0.20928,0.0005081,3.2e-06,0.10656,-0
1405,2.28,-0.22,2.0289,0.20929,0.000507,3.1e-06,0.10904,-0
1406,2.19,-0.17,2.0295,0.20929,0.0005069,3.1e-06,0.10854,0
1407,2.24,-0.27,2.0298,0.20929,0.0005058,2.9e-06,0.10908,0
1408,1.8,-0.21,2.0242,0.2093,0.0005043,2.7e-06,0.10696,-0
1409,1.99,-0.26,2.0239,0.2093,0.0005029,2.6e-06,0.10071,-0
1410,1.97,-0.22,2.0206,0.2093,0.0005022,2.6e-06,0.10201,0
1411,2.1,-0.33,2.0204,0.2093,0.0005023,2.6e-06,0.10334,0
1412,2.04,-0.2,2.0231,0.2093,0.0005025,2.4e-06,0.1023,0
1413,2.07,-0.2,2.0223,0.2093,0.0005023,2.3e-06,0.10247,-0
1414,2.21,-0.17,2.0263,0.20929,0.0005023,2.2e-06,0.10407,-0
1415,2.35,-0.33,2.0286,0.20929,0.0005017,2.1e-06,0.10296,0
1416,2.03,-0.2,2.0305,0.2093,0.0005006,1.7e-06,0.10162,0.001
1417,1.88,-0.2,2.0299,0.2093,0.0004995,1.8e-06,0.10017,-0
1418,1.81,-0.28,2.0339,0.2093,0.0004989,2e-06,0.098851,0
1419,1.59,-0.28,2.034,0.20931,0.0004979,2.1e-06,0.098011,-0
1420,1.6,-0.13,2.0341,0.20931,0.0004976,2.2e-06,0.10058,0
1421,1.98,-0.32,2.035,0.2093,0.0004967,2e-06,0.099316,0.001
1422,1.62,-0.24,2.032,0.20931,0.0004963,2.2e-06,0.10058,-0
1423,1.41,-0.16,2.0305,0.20932,0.0004952,2.3e-06,0.10217,0
1424,1.64,-0.23,2.0265,0.20931,0.0004947,2.4e-06,0.098293,0
1425,1.6,-0.22,2.0261,0.20931,0.0004944,2.4e-06,0.096131,0
1426,1.66,-0.22,2.0251,0.20931,0.0004931,2.4e-06,0.095531,-0
1427,1.58,-0.11,2.027,0.20931,0.0004926,2e-06,0.098506,-0
1428,1.58,-0.23,2.0278,0.20931,0.0004914,1.7e-06,0.096624,-0.001
1429,1.52,-0.14,2.0277,0.20931,0.0004908,1.7e-06,0.096555,0
1430,1.52,-0.3,2.0279,0.20931,0.0004906,2e-06,0.094958,0
1431,1.47,-0.26,2.03,0.20932,0.00049,2.1e-06,0.09881,-0
1432,1.25,-0.26,2.0324,0.20932,0.0004891,2.5e-06,0.097436,0.001
1433,1.63,-0.27,2.0325,0.20931,0.0004889,2.8e-06,0.098741,-0
1434,1.34,-0.27,2.0319,0.20932,0.000489,2.7e-06,0.099316,0
1435,1.16,-0.17,2.0313,0.20932,0.0004889,2.3e-06,0.098366,-0
1436,1.23,-0.3,2.0295,0.20932,0.000488,2.4e-06,0.10026,0
1437,1.09,-0.25,2.0284,0.20933,0.0004873,2.5e-06,0.095849,-0
1438,1.03,-0.18,2.0251,0.20933,0.0004869,2.5e-06,0.09752,-0
1439,1.26,-0.2,2.0242,0.20932,0.0004867,2.8e-06,0.098574,-0.001
1440,1.34,-0.19,2.0247,0.20932,0.0004861,2.8e-06,0.099575,-0
1441,0.95,-0.22,2.0233,0.20933,0.0004868,2.9e-06,0.097925,-0
1442,1.16,-0.25,2.0221,0.20932,0.0004862,2.9e-06,0.099682,-0
1443,1.45,-0.11,2.0224,0.20932,0.0004861,2.8e-06,0.1,-0.001
1444,1.53,-0.24,2.023,0.20931,0.0004856,2.6e-06,0.099768,-0.001
1445,1.39,-0.18,2.0228,0.20932,0.0004851,2.5e-06,0.10009,-0.001
1446,0.75,-0.26,2.0247,0.20934,0.0004852,2.4e-06,0.10029,-0.001
1447,1.53,-0.22,2.0273,0.20932,0.0004839,2.4e-06,0.098531,-0
1448,0.93,-0.24,2.033,0.20933,0.0004825,2.6e-06,0.095159,-0.001
1449,1.2,-0.23,2.0344,0.20932,0.0004821,2.7e-06,0.093856,-0
1450,1.28,-0.21,2.0361,0.20932,0.0004818,2.5e-06,0.091423,-0
1451,1.05,-0.24,2.035,0.20933,0.0004813,2.5e-06,0.086551,-0
1452,1.26,-0.16,2.0347,0.20932,0.0004806,2.6e-06,0.085242,0
1453,0.87,-0.19,2.0367,0.20933,0.0004804,2.7e-06,0.080383,-0.001
1454,1.02,-0.14,2.0381,0.20933,0.0004797,2.7e-06,0.083368,-0
1455,0.89,-0.28,2.0388,0.20933,0.0004794,2.9e-06,0.084476,0
1456,1.32,-0.2,2.0383,0.20932,0.0004791,3e-06,0.083697,-0
1457,1.37,-0.23,2.0343,0.20932,0.0004785,3e-06,0.078339,0
1458,1.42,-0.2,2.0313,0.20932,0.0004795,2.9e-06,0.081863,-0.001
1459,1.04,-0.23,2.0311,0.20933,0.0004795,3e-06,0.085928,-0
1460,0.9,-0.34,2.0285,0.20933,0.0004794,3.2e-06,0.091615,-0
1461,1.44,-0.1,2.0281,0.20932,0.0004784,2.9e-06,0.095276,0
1462,1.31,-0.14,2.0268,0.20932,0.0004794,2.6e-06,0.094663,-0
1463,1.12,-0.13,2.0253,0.20933,0.0004795,2.8e-06,0.093994,0
1464,1.22,-0.28,2.0219,0.20932,0.0004787,2.5e-06,0.092132,0.001
1465,1.18,-0.21,2.0222,0.20933,0.0004785,2.5e-06,0.094287,0
1466,1.05,-0.17,2.0214,0.20933,0.0004784,2.5e-06,0.092674,0.001
1467,1.06,-0.28,2.0229,0.20933,0.0004785,2.6e-06,0.091038,0.001
1468,1.1,-0.19,2.0235,0.20933,0.0004774,2.4e-06,0.092036,0.001
1469,1.37,-0.24,2.0238,0.20932,0.0004767,2.3e-06,0.091217,0
1470,1,-0.17,2.0258,0.20933,0.0004759,2.2e-06,0.0908,0
1471,0.73,-0.22,2.0271,0.20934,0.0004745,2.1e-06,0.091424,0.001
1472,0.81,-0.18,2.0272,0.20934,0.0004741,2.3e-06,0.092423,0.001
1473,0.91,-0.22,2.0287,0.20933,0.0004735,2e-06,0.088583,0.001
1474,0.87,-0.22,2.0329,0.20934,0.0004736,2e-06,0.091087,0
1475,0.98,-0.15,2.0305,0.20933,0.0004735,2.3e-06,0.092638,0.001
1476,0.8,-0.18,2.0315,0.20934,0.0004727,2.5e-06,0.08949,0
1477,0.61,-0.19,2.0314,0.20934,0.0004727,2.6e-06,0.088946,0
1478,0.45,-0.22,2.03,0.20935,0.0004723,2.7e-06,0.089695,0.001
1479,0.84,-0.28,2.0291,0.20934,0.0004717,2.6e-06,0.090186,0
1480,0.61,-0.17,2.028,0.20934,0.0004712,2.6e-06,0.088628,0
1481,0.8,-0.21,2.0299,0.20934,0.0004706,2.6e-06,0.089404,-0
1482,0.9,-0.11,2.0335,0.20934,0.0004698,2.4e-06,0.091361,-0
1483,0.68,-0.29,2.0308,0.20934,0.0004698,2.3e-06,0.090404,-0
1484,0.74,-0.12,2.0289,0.20934,0.0004701,2.4e-06,0.089974,-0
1485,0.66,-0.24,2.0333,0.20934,0.0004692,2.6e-06,0.090194,-0.001
1486,0.54,-0.28,2.0312,0.20935,0.0004683,2.6e-06,0.088033,-0.001
1487,0.69,-0.22,2.0284,0.20934,0.000468,2.3e-06,0.083149,-0
1488,0.76,-0.22,2.0268,0.20934,0.000468,2e-06,0.083108,-0.001
1489,0.42,-0.05,2.0278,0.20935,0.000468,2.2e-06,0.086804,-0.001
1490,0.2,-0.23,2.0269,0.20936,0.000467,2.3e-06,0.086655,0
1491,0.57,-0.16,2.022,0.20935,0.000466,2.5e-06,0.089471,0
1492,0.89,-0.28,2.0159,0.20934,0.0004651,2.5e-06,0.091698,-0
1493,0.56,-0.17,2.0163,0.20935,0.0004652,2.3e-06,0.090431,-0.001
1494,0.56,-0.25,2.0141,0.20935,0.0004641,2.4e-06,0.088051,-0.001
1495,0.3,-0.22,2.0113,0.20935,0.0004641,2.6e-06,0.089255,-0
1496,0.5,-0.23,2.012,0.20935,0.0004639,2.9e-06,0.087635,0
1497,0.45,-0.24,2.0121,0.20935,0.0004631,3.1e-06,0.088864,-0
1498,0.12,-0.26,2.0128,0.20936,0.0004632,2.9e-06,0.089611,-0
1499,0.46,-0.37,2.0114,0.20935,0.0004632,3.1e-06,0.08872,-0
1500,0.41,-0.24,2.0135,0.20935,0.000463,3e-06,0.089387,0.001
1501,0.32,-0.23,2.0119,0.20935,0.0004632,2.9e-06,0.089995,-0
1502,0.6,-0.19,2.0141,0.20934,0.0004629,2.8e-06,0.090553,0
1503,0.39,-0.24,2.0156,0.20935,0.0004631,2.8e-06,0.087387,-0.001
1504,0.59,-0.24,2.0151,0.20935,0.0004629,3e-06,0.08666,-0
1505,0.46,-0.4,2.0149,0.20935,0.0004623,2.9e-06,0.088937,-0.001
1506,0,-0.29,2.0159,0.20936,0.0004613,2.8e-06,0.087866,-0
1507,0.09,-0.23,2.0185,0.20936,0.0004611,2.5e-06,0.087548,-0
1508,0.14,-0.32,2.0212,0.20936,0.0004606,2.6e-06,0.089748,0
1509,0.27,-0.23,2.0198,0.20935,0.0004604,2.5e-06,0.084384,-0
1510,0.21,-0.29,2.0209,0.20936,0.0004599,2.5e-06,0.084136,0
1511,-0.04,-0.2,2.0272,0.20936,0.0004592,2.5e-06,0.083138,0
1512,0.25,-0.34,2.0277,0.20936,0.00046,2.4e-06,0.087121,0.001
1513,0.2,-0.11,2.0277,0.20936,0.0004601,2.5e-06,0.088626,0.001
1514,0.45,-0.21,2.0296,0.20935,0.0004603,2.8e-06,0.083768,0
1515,0.44,-0.23,2.0304,0.20935,0.0004602,3e-06,0.085336,0.001
1516,0.39,-0.34,2.0303,0.20935,0.0004602,3.1e-06,0.08539,0
1517,0.42,-0.32,2.0311,0.20935,0.0004593,3.1e-06,0.083047,0
1518,-0.05,-0.22,2.0294,0.20936,0.0004595,2.9e-06,0.085501,0.001
1519,0.33,-0.16,2.0315,0.20935,0.0004593,2.6e-06,0.085381,0.001
1520,0.12,-0.25,2.033,0.20936,0.0004595,2.5e-06,0.086554,0
1521,0,-0.26,2.0292,0.20936,0.0004592,2.3e-06,0.087097,0.001
1522,0.1,-0.18,2.03,0.20936,0.0004586,2.3e-06,0.080734,0.001
1523,0.07,-0.21,2.0313,0.20936,0.0004576,2.6e-06,0.082071,0.001
1524,0.23,-0.2,2.0336,0.20936,0.0004575,2.6e-06,0.085519,0
1525,0.25,-0.2,2.0342,0.20936,0.0004574,2.6e-06,0.086681,0
1526,0.31,-0.21,2.0332,0.20935,0.0004566,2.6e-06,0.087789,0.001
1527,0.45,-0.22,2.0342,0.20935,0.000456,2.5e-06,0.086917,0.002
1528,0.25,-0.28,2.034,0.20936,0.0004558,2.1e-06,0.086874,0.001
1529,-0.06,-0.24,2.0341,0.20936,0.0004556,2.1e-06,0.087198,0.001
1530,0.08,-0.24,2.0315,0.20936,0.0004554,2.1e-06,0.087064,0.001
1531,0.04,-0.14,2.0338,0.20936,0.0004546,2.1e-06,0.085474,-0
1532,0.47,-0.25,2.0376,0.20935,0.0004545,2.2e-06,0.085471,0.001
1533,-0.09,-0.28,2.0395,0.20937,0.0004544,2.2e-06,0.083553,0
1534,0,-0.19,2.0397,0.20936,0.0004534,2.1e-06,0.083307,0
1535,0.15,-0.19,2.0391,0.20936,0.0004534,2.2e-06,0.082714,0
1536,0.24,-0.11,2.0426,0.20936,0.0004529,2.4e-06,0.084803,0.001
1537,0.51,-0.23,2.0446,0.20935,0.0004537,2.4e-06,0.086239,0
