Time (s),Heat Release Rate (kW),Burner HRR (kW),Exhaust Mass Flow Rate (kg/s),Oxygen (Vol Fr),CO2 (Vol Fr),CO (Vol Fr),Radiant Heat Flux (kW/m^2),Ksmoke (1/m)
170,78.08,60,16.262,0.20917,0.0006667,9.4e-06,0.17071,0.022
171,78.64,60,16.325,0.20916,0.0006672,9.2e-06,0.17002,0.018
172,78.12,60,16.269,0.20917,0.0006681,9.2e-06,0.17162,0.02
173,76.91,60,16.241,0.20917,0.000669,9.2e-06,0.16587,0.017
174,79.09,60,16.318,0.20916,0.000669,9.1e-06,0.17295,0.017
175,79.46,60,16.441,0.20916,0.000669,9.1e-06,0.177,0.017
176,77.95,60,16.441,0.20917,0.0006685,9e-06,0.18604,0.014
177,80.88,60,16.479,0.20916,0.0006678,8.8e-06,0.1931,0.013
178,80.57,60,16.486,0.20916,0.0006664,8.7e-06,0.18706,0.013
179,80.12,60,16.641,0.20917,0.0006646,8.7e-06,0.18339,0.014
180,78.07,60,16.621,0.20917,0.0006619,8.6e-06,0.17563,0.014
181,76.58,60,16.613,0.20918,0.00066,8.5e-06,0.17123,0.012
182,78.97,60,16.735,0.20917,0.0006593,8.4e-06,0.16693,0.016
183,76.07,60,16.844,0.20918,0.0006594,8.3e-06,0.16503,0.016
184,78.49,60,16.757,0.20917,0.0006588,8.3e-06,0.16756,0.012
185,77.93,60,16.745,0.20918,0.0006585,8.3e-06,0.16858,0.012
186,75.38,60,16.634,0.20918,0.0006574,8.2e-06,0.16993,0.015
187,76.62,60,16.526,0.20918,0.0006561,8.2e-06,0.16531,0.01
188,76.11,60,16.319,0.20918,0.0006548,8.2e-06,0.15794,0.014
189,71.82,60,16.229,0.20919,0.0006536,8.1e-06,0.15898,0.013
190,73.58,60,16.295,0.20918,0.0006523,8.1e-06,0.1567,0.012
191,70.73,60,16.358,0.2092,0.0006507,8.2e-06,0.1551,0.015
192,73.68,60,16.388,0.20919,0.0006494,8e-06,0.15836,0.011
193,74.32,60,16.46,0.20919,0.0006484,8e-06,0.1587,0.012
194,74.44,60,16.384,0.20918,0.0006483,8e-06,0.16985,0.008
195,75.58,60,16.413,0.20918,0.0006483,7.9e-06,0.17158,0.008
196,75.08,60,16.369,0.20918,0.0006483,7.8e-06,0.17515,0.011
197,74.41,60,16.501,0.20919,0.0006484,7.7e-06,0.17498,0.015
198,75.88,60,16.601,0.20918,0.000649,7.5e-06,0.17111,0.011
199,77.72,60,16.634,0.20918,0.0006492,7.4e-06,0.17107,0.01
200,74.55,60,16.689,0.20919,0.0006494,7.4e-06,0.17119,0.012
201,76.51,60,16.67,0.20918,0.000649,7.3e-06,0.17133,0.011
202,74.22,60,16.595,0.20919,0.0006482,7.3e-06,0.16799,0.013
203,75.07,60,16.537,0.20918,0.0006489,7.4e-06,0.16915,0.009
204,75.74,60,16.616,0.20918,0.0006498,7.3e-06,0.16118,0.013
205,74.55,60,16.551,0.20919,0.0006508,7.3e-06,0.16443,0.014
206,78.24,60,16.677,0.20918,0.0006517,7.3e-06,0.1687,0.014
207,77.46,60,16.752,0.20918,0.0006523,7.3e-06,0.16757,0.01
208,80.99,60,16.734,0.20917,0.0006528,7.2e-06,0.16745,0.011
209,81.89,60,16.644,0.20916,0.000653,7.1e-06,0.15821,0.011
210,79.64,60,16.506,0.20917,0.0006532,7.2e-06,0.15524,0.011
211,76.63,60,16.536,0.20918,0.0006519,7.2e-06,0.15681,0.011
212,74.41,60,16.543,0.20919,0.0006508,7.3e-06,0.16083,0.01
213,72.58,60,16.609,0.20919,0.0006494,7.3e-06,0.16125,0.011
214,73.65,60,16.708,0.20919,0.0006492,7.3e-06,0.15809,0.007
215,75.78,60,16.818,0.20919,0.000649,7.3e-06,0.15809,0.008
216,76.82,60,16.794,0.20918,0.0006485,7.4e-06,0.15277,0.011
217,78.8,60,16.645,0.20917,0.0006484,7.4e-06,0.15858,0.009
218,74.81,60,16.723,0.20919,0.0006473,7.3e-06,0.16507,0.007
219,74.9,60,16.834,0.20919,0.0006472,7.2e-06,0.17386,0.009
220,76.95,60,16.993,0.20919,0.0006472,7.2e-06,0.17473,0.008
221,74.79,60,16.877,0.20919,0.0006483,7.2e-06,0.17408,0.006
222,76.99,60,16.847,0.20918,0.0006482,7.3e-06,0.1698,0.006
223,77.97,60,16.723,0.20918,0.0006485,7.3e-06,0.16608,0.008
224,73.32,60,16.645,0.20919,0.0006492,7.3e-06,0.16842,0.01
225,74.2,60,16.627,0.20919,0.0006488,7.4e-06,0.17019,0.011
226,77.13,60,16.567,0.20918,0.0006473,7.3e-06,0.16352,0.011
227,74.07,60,16.596,0.20919,0.0006464,7.3e-06,0.15431,0.011
228,72.31,60,16.531,0.20919,0.0006458,7.3e-06,0.1434,0.012
229,72.42,60,16.428,0.20919,0.0006442,7.4e-06,0.13946,0.01
230,73.09,60,16.331,0.20919,0.0006434,7.3e-06,0.14358,0.008
231,71.26,60,16.331,0.2092,0.0006435,7.3e-06,0.14102,0.01
232,71.27,60,16.302,0.20919,0.0006436,7.3e-06,0.1361,0.011
233,75.51,60,16.388,0.20918,0.0006446,7.3e-06,0.13512,0.013
234,77,60,16.416,0.20918,0.0006447,7.3e-06,0.13536,0.013
235,73.39,60,16.371,0.20919,0.0006454,7.3e-06,0.14242,0.01
236,75.48,60,16.525,0.20918,0.0006459,7.3e-06,0.13957,0.008
237,76.52,60,16.493,0.20918,0.000646,7.2e-06,0.13564,0.006
238,75.45,60,16.498,0.20918,0.0006452,7.1e-06,0.14613,0.008
239,71.92,60,16.568,0.2092,0.0006446,6.9e-06,0.14578,0.01
240,73.87,60,16.498,0.20919,0.0006446,6.7e-06,0.1451,0.01
241,74.71,60,16.598,0.20919,0.0006439,6.7e-06,0.15051,0.01
242,73.37,60,16.677,0.20919,0.0006434,6.5e-06,0.15283,0.014
243,75.17,60,16.599,0.20919,0.0006422,6.4e-06,0.16106,0.013
244,74.8,60,16.549,0.20919,0.0006417,6.3e-06,0.16432,0.01
245,73.18,60,16.566,0.20919,0.0006406,6.1e-06,0.16318,0.009
246,72.84,60,16.434,0.20919,0.0006399,6.1e-06,0.16333,0.012
247,75.07,60,16.522,0.20919,0.0006403,6.2e-06,0.15972,0.007
248,73.15,60,16.582,0.20919,0.000641,6.3e-06,0.16168,0.01
249,72.81,60,16.644,0.2092,0.0006427,6.4e-06,0.1637,0.008
250,77.78,60,16.637,0.20918,0.0006437,6.4e-06,0.15894,0.007
251,74.99,60,16.595,0.20919,0.0006435,6.4e-06,0.15816,0.007
252,74.39,60,16.571,0.20919,0.0006435,6.4e-06,0.15454,0.009
253,73.14,60,16.604,0.20919,0.0006436,6.5e-06,0.15278,0.008
254,73.83,60,16.651,0.20919,0.0006433,6.5e-06,0.15206,0.009
255,74.39,60,16.609,0.20919,0.0006435,6.6e-06,0.15279,0.01
256,76.96,60,16.694,0.20918,0.0006433,6.5e-06,0.1542,0.008
257,72.77,60,16.726,0.2092,0.0006435,6.3e-06,0.1556,0.007
258,75.8,60,16.681,0.20919,0.0006442,6.3e-06,0.15826,0.007
259,74.3,60,16.474,0.20919,0.0006451,6.2e-06,0.16081,0.011
260,74.28,60,16.546,0.20919,0.0006452,6e-06,0.15697,0.013
261,75.94,60,16.593,0.20918,0.0006446,5.8e-06,0.15824,0.014
262,75.63,60,16.709,0.20919,0.0006435,5.7e-06,0.16381,0.013
263,72.84,60,16.723,0.2092,0.000643,5.6e-06,0.15842,0.013
264,72.64,60,16.702,0.2092,0.000642,5.5e-06,0.15138,0.009
265,72.15,60,16.709,0.2092,0.0006415,5.4e-06,0.14639,0.008
266,75.99,60,16.64,0.20919,0.0006413,5.2e-06,0.1503,0.01
267,71,60,16.565,0.2092,0.0006415,5.2e-06,0.15098,0.006
268,74.01,60,16.619,0.20919,0.0006405,5.2e-06,0.15484,0.006
269,73.85,60,16.757,0.20919,0.0006405,5.1e-06,0.15873,0.012
270,76.14,60,16.765,0.20919,0.0006401,5.1e-06,0.16094,0.012
271,74.15,60,16.756,0.20919,0.0006396,4.8e-06,0.16427,0.006
272,75.91,60,16.652,0.20919,0.0006396,4.8e-06,0.16659,0.008
273,70.51,60,16.642,0.2092,0.0006402,4.8e-06,0.16872,0.009
274,73.01,60,16.628,0.2092,0.0006396,4.9e-06,0.16254,0.007
275,72.27,60,16.624,0.2092,0.0006394,4.8e-06,0.15802,0.015
276,71.49,60,16.607,0.2092,0.0006393,4.7e-06,0.15304,0.01
277,72.03,60,16.694,0.2092,0.0006392,4.7e-06,0.14807,0.007
278,73.01,60,16.608,0.2092,0.0006396,4.5e-06,0.15031,0.009
279,72.3,60,16.649,0.2092,0.0006388,4.5e-06,0.1576,0.008
280,73.91,60,16.605,0.20919,0.0006384,4.6e-06,0.16059,0.009
281,74.18,60,16.615,0.20919,0.0006385,4.5e-06,0.16184,0.009
282,73.37,60,16.61,0.20919,0.0006381,4.5e-06,0.15508,0.01
283,75.78,60,16.71,0.20919,0.0006384,4.3e-06,0.15063,0.005
284,72.82,60,16.659,0.2092,0.0006372,4.2e-06,0.1486,0.005
285,72.89,60,16.656,0.2092,0.0006362,4.3e-06,0.13994,0.011
286,69.2,60,16.646,0.20921,0.0006357,4.2e-06,0.13997,0.01
287,69.58,60,16.581,0.20921,0.0006354,4.2e-06,0.15151,0.008
288,69.82,60,16.644,0.20921,0.0006357,4e-06,0.15703,0.011
289,71.48,60,16.64,0.2092,0.0006366,4e-06,0.14599,0.012
290,73.15,60,16.665,0.2092,0.0006365,4.1e-06,0.14161,0.013
291,73.66,60,16.635,0.20919,0.0006369,4.2e-06,0.1469,0.008
292,72.96,60,16.637,0.2092,0.0006357,4.3e-06,0.13732,0.009
293,70.31,60,16.551,0.2092,0.0006347,4.2e-06,0.1339,0.01
294,71.72,60,16.625,0.2092,0.0006337,4e-06,0.13724,0.01
295,70.99,60,16.615,0.2092,0.0006326,4e-06,0.13509,0.007
296,68.92,60,16.621,0.20921,0.0006327,3.9e-06,0.1362,0.01
297,71.73,60,16.602,0.2092,0.0006326,3.9e-06,0.13517,0.007
298,72.47,60,16.575,0.2092,0.0006319,3.9e-06,0.13812,0.01
299,70.86,60,16.608,0.2092,0.0006316,3.8e-06,0.13531,0.009
300,74,60,16.653,0.20919,0.0006316,3.7e-06,0.13286,0.011
301,70.42,60,16.644,0.20921,0.0006315,3.8e-06,0.13131,0.009
302,72.55,60,16.707,0.2092,0.0006309,4e-06,0.13202,0.009
303,70.96,60,16.746,0.20921,0.0006307,4e-06,0.1334,0.01
304,69.92,60,16.708,0.20921,0.0006317,4.1e-06,0.12931,0.011
305,71.83,60,16.647,0.2092,0.0006323,4.2e-06,0.12609,0.008
306,74.82,60,16.728,0.20919,0.0006327,4e-06,0.13005,0.01
307,72.34,60,16.694,0.2092,0.0006326,3.8e-06,0.13115,0.01
308,73.55,60,16.731,0.2092,0.000632,3.8e-06,0.13008,0.012
309,69.11,60,16.709,0.20921,0.0006313,3.7e-06,0.12937,0.01
310,71.71,60,16.71,0.2092,0.0006307,3.7e-06,0.13549,0.006
311,70.51,60,16.707,0.20921,0.0006299,3.6e-06,0.13132,0.008
312,70.21,60,16.618,0.20921,0.00063,3.5e-06,0.12562,0.004
313,70.37,60,16.584,0.20921,0.0006296,3.5e-06,0.11808,0.009
314,68.38,60,16.542,0.20921,0.0006285,3.4e-06,0.11632,0.007
315,66.79,60,16.616,0.20922,0.0006279,3.4e-06,0.11532,0.009
316,68.61,60,16.457,0.20921,0.0006269,3.3e-06,0.11312,0.009
317,66.26,60,16.497,0.20922,0.0006258,3.3e-06,0.11831,0.009
318,67.28,60,16.427,0.20922,0.0006247,3.3e-06,0.12467,0.006
319,66.66,60,16.409,0.20922,0.0006251,3.3e-06,0.12597,0.009
320,67.97,60,16.325,0.20921,0.0006264,3.2e-06,0.12148,0.012
321,70.19,60,16.27,0.2092,0.0006275,3.2e-06,0.11876,0.008
322,68.64,60,16.219,0.20921,0.0006285,3.2e-06,0.12369,0.004
323,71.74,60,16.225,0.2092,0.0006301,3.2e-06,0.11998,0.006
324,70.08,60,16.378,0.2092,0.0006307,3.3e-06,0.11665,0.007
325,71.59,60,16.429,0.2092,0.0006316,3.2e-06,0.11872,0.009
326,74.62,60,16.594,0.20919,0.0006319,3.3e-06,0.12323,0.008
327,73.31,60,16.535,0.2092,0.0006322,3.1e-06,0.12932,0.008
328,71.45,60,16.529,0.2092,0.0006308,2.9e-06,0.13449,0.01
329,72.39,60,16.543,0.2092,0.0006304,2.6e-06,0.13694,0.008
330,70.12,60,16.515,0.20921,0.0006299,2.7e-06,0.13497,0.01
331,68.62,60,16.58,0.20921,0.0006289,2.7e-06,0.1289,0.012
332,68.71,60,16.695,0.20921,0.0006284,2.7e-06,0.13216,0.012
333,69.26,60,16.625,0.20921,0.0006279,2.6e-06,0.14247,0.01
334,68.93,60,16.584,0.20921,0.0006278,2.6e-06,0.14636,0.011
335,69.82,60,16.56,0.20921,0.0006278,2.5e-06,0.14379,0.011
336,70.04,60,16.57,0.20921,0.0006275,2.6e-06,0.1403,0.01
337,71.63,60,16.655,0.2092,0.0006286,2.8e-06,0.14008,0.01
338,72.64,60,16.822,0.2092,0.0006292,2.9e-06,0.13499,0.01
339,73.53,60,16.837,0.2092,0.0006299,3e-06,0.13424,0.012
340,73.33,60,16.97,0.2092,0.0006296,3e-06,0.13919,0.01
341,72.45,60,16.922,0.2092,0.0006297,3e-06,0.13949,0.012
342,69.94,60,16.846,0.20921,0.0006303,3.1e-06,0.13681,0.007
343,72.89,60,16.913,0.2092,0.0006309,3.2e-06,0.13492,0.013
344,76.13,60,16.873,0.20919,0.0006309,3.4e-06,0.1326,0.009
345,73.63,60,16.958,0.2092,0.0006308,3.4e-06,0.1244,0.008
346,72.41,60,16.91,0.2092,0.0006306,3.3e-06,0.11954,0.013
347,70.78,60,16.852,0.20921,0.0006302,3.1e-06,0.11851,0.012
348,69.9,60,16.668,0.20921,0.0006297,2.9e-06,0.11919,0.009
349,69.59,60,16.629,0.20921,0.0006297,2.9e-06,0.12234,0.01
350,70.85,60,16.569,0.2092,0.0006298,3.1e-06,0.12326,0.011
351,68.18,60,16.607,0.20921,0.0006289,3.2e-06,0.12499,0.01
352,69.37,60,16.704,0.20921,0.0006278,3.2e-06,0.12388,0.011
353,67.28,60,16.7,0.20922,0.0006267,3.2e-06,0.11734,0.009
354,69.63,60,16.765,0.20921,0.0006264,3.1e-06,0.11788,0.012
355,70.04,60,16.601,0.20921,0.0006261,3e-06,0.11812,0.011
356,67.65,60,16.563,0.20922,0.0006251,2.9e-06,0.12184,0.01
357,68.28,60,16.569,0.20921,0.0006244,2.9e-06,0.12485,0.012
358,67.41,60,16.625,0.20922,0.0006234,2.9e-06,0.1314,0.01
359,68.37,60,16.606,0.20921,0.0006231,2.9e-06,0.13982,0.01
360,67.89,60,16.648,0.20922,0.0006225,2.8e-06,0.13721,0.01
361,67.52,60,16.603,0.20922,0.0006227,2.9e-06,0.13321,0.01
362,66.06,60,16.456,0.20922,0.000624,2.8e-06,0.13092,0.009
363,68.31,60,16.453,0.20921,0.0006251,2.6e-06,0.12795,0.009
364,67.02,60,16.409,0.20922,0.0006264,2.6e-06,0.12911,0.01
365,69.85,60,16.457,0.20921,0.0006273,2.5e-06,0.13123,0.012
366,71.48,60,16.509,0.2092,0.0006282,2.6e-06,0.1361,0.012
367,71.27,60,16.469,0.2092,0.000629,2.6e-06,0.14199,0.012
368,68.19,60,16.376,0.20921,0.000629,2.6e-06,0.13407,0.011
369,65.16,60,16.295,0.20922,0.0006285,2.5e-06,0.12262,0.011
370,66.46,60,16.155,0.20921,0.0006273,2.5e-06,0.1095,0.01
371,64.79,60,16.12,0.20922,0.000626,2.6e-06,0.097956,0.01
372,62.7,60,16.188,0.20923,0.0006248,2.6e-06,0.097987,0.01
373,63.98,60,16.198,0.20922,0.0006241,2.8e-06,0.10614,0.011
374,64.64,60,16.187,0.20922,0.0006237,2.7e-06,0.10467,0.01
375,63.83,60,16.164,0.20922,0.0006243,2.6e-06,0.10676,0.011
376,67.79,60,16.144,0.20921,0.0006254,2.6e-06,0.094249,0.011
377,71.95,60,16.32,0.2092,0.0006264,2.7e-06,0.10477,0.01
378,73.11,60,16.427,0.2092,0.0006275,2.7e-06,0.09195,0.009
379,71.87,60,16.523,0.2092,0.0006279,2.7e-06,0.091055,0.009
380,69.48,60,16.582,0.20921,0.0006275,2.6e-06,0.094735,0.008
381,71.32,60,16.637,0.2092,0.0006263,2.5e-06,0.1051,0.008
382,67.79,60,16.783,0.20922,0.0006246,2.4e-06,0.099139,0.01
383,64.65,60,16.859,0.20923,0.000623,2.4e-06,0.10042,0.011
384,62.11,60,16.832,0.20924,0.0006212,2.4e-06,0.10937,0.011
385,66.67,60,16.809,0.20922,0.0006211,2.4e-06,0.1061,0.012
386,69.36,60,16.731,0.20921,0.0006224,2.5e-06,0.10442,0.013
387,67.72,60,16.677,0.20922,0.0006236,2.5e-06,0.11265,0.013
388,71.61,60,16.711,0.2092,0.0006253,2.5e-06,0.11722,0.012
389,72.27,60,16.817,0.2092,0.0006269,2.5e-06,0.11327,0.012
390,75.42,60,16.777,0.20919,0.0006285,2.6e-06,0.1059,0.011
391,72.45,60,16.813,0.2092,0.0006284,2.6e-06,0.10169,0.011
392,68.92,60,16.629,0.20921,0.0006269,2.5e-06,0.090933,0.009
393,65.03,60,16.573,0.20922,0.000625,2.5e-06,0.074908,0.006
394,63.5,60,16.625,0.20923,0.0006217,2.5e-06,0.062933,0.005
395,60.77,60,16.755,0.20924,0.0006159,2.5e-06,0.058706,0.006
396,53.54,60,16.737,0.20927,0.0006076,2.4e-06,0.059531,0.004
397,52.09,60,16.682,0.20927,0.0005983,2.4e-06,0.042727,0.004
398,43.67,0,16.66,0.2093,0.0005868,2.3e-06,0.051982,0.005
399,36.97,0,16.572,0.20933,0.0005765,2.3e-06,0.050173,0.005
400,31.22,0,16.577,0.20935,0.000566,2.4e-06,0.051719,0.003
401,29.12,0,16.564,0.20936,0.0005561,2.4e-06,0.055455,0.005
402,25.09,0,16.714,0.20937,0.0005471,2.4e-06,0.055173,0.003
403,22.6,0,16.706,0.20938,0.0005385,2.3e-06,0.056506,0.005
404,17.57,0,16.67,0.2094,0.0005316,2.2e-06,0.057233,0.004
405,14.35,0,16.545,0.20941,0.000525,2.3e-06,0.056428,0.002
406,14.77,0,16.642,0.20941,0.0005196,2.4e-06,0.056192,0.004
407,15.26,0,16.654,0.20941,0.0005146,2.3e-06,0.053604,0.003
408,12.42,0,16.64,0.20942,0.0005102,2.3e-06,0.051363,0.005
409,14.4,0,16.507,0.20942,0.0005065,2.4e-06,0.049399,0.002
410,13.99,0,16.629,0.20942,0.0005027,2.4e-06,0.049406,0.003
411,14.31,0,16.601,0.20942,0.0004995,2.5e-06,0.035386,0.002
412,12.88,0,16.591,0.20942,0.0004962,2.4e-06,0.02511,0.005
413,11.3,0,16.53,0.20943,0.0004931,2.5e-06,0.025735,0.005
414,12.48,0,16.45,0.20943,0.0004899,2.4e-06,0.031776,0.004
415,8.65,0,16.486,0.20944,0.0004874,2.5e-06,0.03139,0.001
416,7.29,0,16.551,0.20944,0.0004858,2.5e-06,0.036392,0
417,8.18,0,16.576,0.20944,0.0004843,2.6e-06,0.031345,0.003
418,9.87,0,16.517,0.20944,0.0004832,2.6e-06,0.02798,0.004
419,9.53,0,16.658,0.20944,0.000482,2.6e-06,0.025093,0.005
420,10.36,0,16.607,0.20944,0.0004814,2.6e-06,0.022285,0.003
421,10.25,0,16.582,0.20944,0.0004803,2.8e-06,0.026649,0.002
422,10.35,0,16.449,0.20944,0.0004789,2.8e-06,0.025311,0.003
423,8.22,0,16.517,0.20944,0.0004775,2.8e-06,0.0235,0.004
424,7.31,0,16.605,0.20945,0.0004762,2.7e-06,0.023399,0.004
425,5.3,0,16.572,0.20945,0.0004755,2.7e-06,0.016475,-0.001
426,6.66,0,16.451,0.20945,0.0004747,2.7e-06,0.02081,0.001
427,4.07,0,16.427,0.20946,0.0004732,2.7e-06,0.020985,0.005
428,6.59,0,16.439,0.20945,0.0004718,2.6e-06,0.021617,0.004
429,4.36,0,16.343,0.20946,0.0004708,2.6e-06,0.017863,0.007
430,4.86,0,16.407,0.20946,0.0004698,2.6e-06,0.017182,0.006
431,6.31,0,16.41,0.20945,0.000469,2.5e-06,0.012309,0.002
432,7.34,0,16.406,0.20945,0.0004689,2.6e-06,0.019157,0.004
433,7.76,0,16.33,0.20945,0.000468,2.6e-06,0.024088,0.004
434,5.83,0,16.366,0.20945,0.000468,2.5e-06,0.026154,0.005
435,6.39,0,16.423,0.20945,0.0004671,2.5e-06,0.018008,0.003
436,6.15,0,16.465,0.20945,0.0004662,2.4e-06,0.017868,0.005
437,5.44,0,16.473,0.20946,0.0004657,2.5e-06,0.023441,0.004
438,1.92,0,16.51,0.20947,0.0004651,2.4e-06,0.02224,-0
439,1.05,0,16.488,0.20947,0.0004641,2.4e-06,0.009966,0.002
440,0.29,0,16.388,0.20947,0.0004632,2.3e-06,0.012683,0.003
441,2.09,0,16.502,0.20947,0.0004621,2.4e-06,0.014768,0.002
442,2.64,0,16.543,0.20947,0.000462,2.4e-06,0.020973,0.001
443,1.64,0,16.547,0.20947,0.0004615,2.3e-06,0.019465,0.004
444,2.61,0,16.467,0.20947,0.000462,2.3e-06,0.016117,0.002
445,2.65,0,16.416,0.20947,0.0004613,2.3e-06,0.011195,0.002
446,5.58,0,16.411,0.20946,0.0004611,2.3e-06,0.008426,0.005
447,5.11,0,16.481,0.20946,0.0004613,2.4e-06,0.012326,0.004
448,2.42,0,16.589,0.20947,0.0004613,2.6e-06,0.015958,0.007
449,5.54,0,16.734,0.20946,0.0004622,2.7e-06,0.006467,0.003
450,2.09,0,16.728,0.20947,0.0004614,2.7e-06,0.007964,0.002
451,4.38,0,16.71,0.20946,0.0004611,2.8e-06,0.009652,0.002
452,4.25,0,16.669,0.20946,0.0004614,2.8e-06,0.006321,0.004
453,2.48,0,16.709,0.20947,0.0004612,2.7e-06,0.014796,0.002
454,3.13,0,16.662,0.20946,0.0004606,2.7e-06,0.013605,0.001
455,1.07,0,16.658,0.20947,0.0004608,2.5e-06,0.014467,0.001
456,4.15,0,16.641,0.20946,0.0004608,2.5e-06,0.01755,0.002
457,0.38,0,16.501,0.20947,0.0004604,2.5e-06,0.014377,0.003
458,1.55,0,16.471,0.20947,0.0004603,2.4e-06,0.010745,0.003
459,-0.73,0,16.44,0.20948,0.0004602,2.3e-06,0.014254,0.004
460,1.79,0,16.466,0.20947,0.0004594,2.2e-06,0.019817,0.003
461,1.25,0,16.314,0.20947,0.0004593,2e-06,0.024679,0.005
462,3.04,0,16.325,0.20946,0.0004594,2e-06,0.025256,0.003
463,3.43,0,16.21,0.20946,0.0004592,2.2e-06,0.028999,0.004
464,3.74,0,16.197,0.20946,0.0004594,2.5e-06,0.029482,0.004
465,1.09,0,16.228,0.20947,0.0004593,2.5e-06,0.027517,0.004
466,2.12,0,16.237,0.20947,0.0004585,2.4e-06,0.022298,0.003
467,1.94,0,16.303,0.20947,0.0004582,2.3e-06,0.016861,0.004
468,0.37,0,16.211,0.20947,0.0004582,2.3e-06,0.00738,0.004
469,0.68,0,16.174,0.20947,0.0004583,2.3e-06,0.018362,0.004
470,0.57,0,16.201,0.20947,0.0004583,2.4e-06,0.014452,0.005
471,3.47,0,16.271,0.20946,0.0004583,2.4e-06,0.018755,0.005
472,2.24,0,16.23,0.20947,0.0004579,2.4e-06,0.019169,0.004
473,-1.22,0,16.364,0.20948,0.0004577,2.4e-06,0.016774,0.003
474,1.63,0,16.433,0.20947,0.0004575,2.4e-06,0.023029,0.002
475,3.54,0,16.362,0.20946,0.0004572,2.3e-06,0.026839,0.003
476,3.18,0,16.389,0.20946,0.0004573,2.2e-06,0.020729,0.002
477,1.09,0,16.471,0.20947,0.0004573,2.3e-06,0.015472,0.002
478,1.03,0,16.417,0.20947,0.0004574,2.3e-06,0.022724,0.002
479,0.81,0,16.354,0.20947,0.0004573,2.2e-06,0.017232,-0.001
480,-0.41,0,16.291,0.20948,0.0004573,2.2e-06,0.011956,0.001
481,1.45,0,16.278,0.20947,0.0004574,2.2e-06,0.016067,0.004
482,3.43,0,16.262,0.20946,0.0004574,2.3e-06,0.02219,0.003
483,0.63,0,16.255,0.20947,0.0004575,2.3e-06,0.021261,0.002
484,1.39,0,16.325,0.20947,0.0004574,2.3e-06,0.022282,0.003
485,-0.68,0,16.404,0.20948,0.0004576,2.4e-06,0.019212,0.002
486,3.71,0,16.471,0.20946,0.0004566,2.4e-06,0.02238,0.001
487,-0.52,0,16.345,0.20948,0.0004563,2.4e-06,0.015974,0.004
488,1.03,0,16.405,0.20947,0.0004554,2.3e-06,0.01398,0.002
489,0.81,0,16.404,0.20947,0.0004555,2.3e-06,0.018594,0.003
490,3.32,0,16.512,0.20946,0.0004554,2.2e-06,0.016698,0.002
491,1.3,0,16.507,0.20947,0.0004554,2.2e-06,0.013561,0.003
492,1.41,0,16.688,0.20947,0.0004551,2.1e-06,0.012588,0.003
493,1.21,0,16.73,0.20947,0.0004544,2.1e-06,0.009559,0.003
494,-0.39,0,16.675,0.20948,0.0004548,2.1e-06,0.008298,0.003
495,2.89,0,16.644,0.20947,0.0004556,2.2e-06,0.013508,0.002
496,2.05,0,16.536,0.20947,0.0004551,2.3e-06,0.012011,0.002
497,1.8,0,16.487,0.20947,0.0004547,2.2e-06,0.015021,0.003
498,0.23,0,16.513,0.20947,0.0004545,2.1e-06,0.00998,0.006
499,1.01,0,16.512,0.20947,0.0004542,2.1e-06,0.009988,0.003
500,1.41,0,16.415,0.20947,0.0004538,2.2e-06,0.010185,0.002
501,0.93,0,16.418,0.20947,0.0004536,2.3e-06,0.014045,0.003
502,3.73,0,16.341,0.20946,0.0004535,2.3e-06,0.014349,0.004
503,0.32,0,16.206,0.20947,0.0004534,2.3e-06,0.000805,0.004
504,4.39,0,16.221,0.20946,0.0004534,2.3e-06,0.000848,0.004
505,5.24,0,16.31,0.20946,0.0004538,2.3e-06,0.003205,0.004
506,0.24,0,16.467,0.20947,0.0004545,2.4e-06,-0.000209,0.003
507,2.28,0,16.592,0.20947,0.0004545,2.4e-06,-0.000722,0.002
508,0.49,0,16.587,0.20947,0.0004543,2.5e-06,0.010613,0
509,-0.69,0,16.722,0.20948,0.0004543,2.4e-06,0.019043,0.003
510,1.86,0,16.764,0.20947,0.0004535,2.4e-06,0.021495,0.004
511,0.99,0,16.833,0.20947,0.0004536,2.3e-06,0.022919,0.002
512,1.84,0,16.814,0.20947,0.0004528,2.3e-06,0.021971,0.004
513,1.12,0,16.938,0.20947,0.0004527,2.2e-06,0.02409,0.001
514,3,0,16.928,0.20947,0.0004531,2.1e-06,0.023888,0.001
515,1.24,0,16.801,0.20947,0.0004528,2.1e-06,0.020613,0.004
516,1.18,0,16.71,0.20947,0.0004524,2.1e-06,0.01953,0.002
517,-0.91,0,16.71,0.20948,0.0004524,2.2e-06,0.014648,0.001
518,1.42,0,16.75,0.20947,0.0004523,2.2e-06,0.01104,0.001
519,0.04,0,16.743,0.20948,0.0004518,2.2e-06,0.018041,0.001
520,0.74,0,16.73,0.20947,0.0004515,2.1e-06,0.020319,0.001
521,0.71,0,16.742,0.20947,0.0004516,2e-06,0.02071,0.003
522,1.72,0,16.759,0.20947,0.0004517,2e-06,0.014576,0.007
523,-1.45,0,16.69,0.20948,0.0004512,1.9e-06,0.008603,0.004
524,0.41,0,16.774,0.20948,0.0004508,1.9e-06,0.007903,0.004
525,-1.33,0,16.769,0.20948,0.0004511,1.7e-06,0.011188,0.005
526,-0.91,0,16.686,0.20948,0.0004506,1.7e-06,0.001917,0.002
