Time (s),Heat Release Rate (kW),NG Burner HRR (kW),Exhaust Mass Flow Rate (kg/s),Oxygen (Vol Fr),CO2 (Vol Fr),CO (Vol Fr),Radiant Heat Flux (kW/m^2),Ksmoke (1/m)
721,2.73,-0.29,3.0999,0.20933,0.0004578,2.2e-06,0.087016,0.001
722,2.63,-0.22,3.1019,0.20933,0.0004569,2e-06,0.088901,0.001
723,2.94,-0.29,3.1022,0.20932,0.0004561,2e-06,0.087319,0.001
724,2.45,-0.19,3.1024,0.20933,0.0004558,2.3e-06,0.089138,0.001
725,2.63,-0.08,3.1048,0.20933,0.0004564,2.4e-06,0.085412,0.001
726,2.43,-0.07,3.1017,0.20933,0.0004557,2.3e-06,0.085441,0
727,3.04,-0.21,3.1009,0.20932,0.0004557,2.3e-06,0.086566,0.001
728,2.69,-0.19,3.102,0.20933,0.0004557,2.5e-06,0.087328,0.001
729,2.76,-0.2,3.1038,0.20933,0.0004558,2.6e-06,0.085187,0.002
730,2.51,-0.23,3.0971,0.20933,0.0004549,2.5e-06,0.082307,0.001
731,2.68,-0.15,3.097,0.20933,0.000455,2.3e-06,0.082416,0.002
732,3.12,-0.2,3.098,0.20932,0.000456,2.1e-06,0.084063,0.002
733,2.89,-0.14,3.0982,0.20933,0.0004567,2e-06,0.083153,0.001
734,2.94,-0.19,3.0991,0.20932,0.0004567,2.2e-06,0.081961,0.001
735,2.79,-0.2,3.0983,0.20933,0.0004565,2.3e-06,0.079281,0.001
736,3.09,-0.25,3.1002,0.20932,0.0004561,2.2e-06,0.082449,0.001
737,2.54,-0.22,3.1019,0.20933,0.0004553,2.3e-06,0.083571,0.001
738,2.79,-0.26,3.1014,0.20933,0.0004538,2.4e-06,0.083971,0.001
739,2.68,-0.14,3.1002,0.20933,0.0004529,2.3e-06,0.078734,0.001
740,2,-0.12,3.1091,0.20934,0.000452,2.3e-06,0.084582,0.001
741,1.85,-0.14,3.1087,0.20935,0.0004509,2.3e-06,0.089578,0
742,2.33,-0.12,3.1057,0.20934,0.0004503,2.3e-06,0.092745,0.001
743,1.98,-0.2,3.1043,0.20934,0.0004492,2.3e-06,0.0912,0
744,1.97,-0.2,3.1056,0.20934,0.0004484,2.4e-06,0.088176,0
745,1.75,-0.26,3.1042,0.20935,0.0004475,2.7e-06,0.087692,0.001
746,2.21,-0.17,3.1029,0.20934,0.0004464,2.6e-06,0.08473,0.001
747,1.96,-0.13,3.1036,0.20934,0.0004456,2.3e-06,0.086556,0
748,1.86,-0.08,3.1026,0.20935,0.0004449,1.9e-06,0.083786,-0
749,1.53,-0.2,3.1046,0.20935,0.0004452,2e-06,0.08385,0
750,2.02,-0.24,3.101,0.20934,0.0004445,2e-06,0.088222,-0
751,2.11,-0.19,3.1037,0.20934,0.0004442,1.7e-06,0.091502,0
752,1.5,-0.22,3.1077,0.20935,0.0004437,1.5e-06,0.090878,0
753,1.67,-0.08,3.1076,0.20935,0.000443,1.7e-06,0.089195,0
754,1.45,-0.14,3.1007,0.20935,0.0004424,2.2e-06,0.087522,0
755,1.78,-0.12,3.1005,0.20935,0.0004421,2.6e-06,0.081742,-0
756,1.91,-0.09,3.1029,0.20935,0.0004416,2.6e-06,0.083932,0
757,1.77,-0.14,3.0966,0.20935,0.0004412,2.3e-06,0.080882,-0
758,1.23,-0.1,3.0981,0.20936,0.0004412,2.3e-06,0.081563,-0
759,1.34,-0.07,3.0955,0.20936,0.0004407,2.5e-06,0.084165,-0
760,1.7,-0.08,3.1003,0.20935,0.0004403,2.2e-06,0.089278,-0
761,1.74,-0.08,3.0991,0.20935,0.00044,2e-06,0.089076,0
762,1.64,-0.14,3.0965,0.20935,0.0004399,2.1e-06,0.087535,-0
763,1.28,-0.29,3.0958,0.20936,0.0004403,2.1e-06,0.08554,-0
764,1.89,-0.23,3.1009,0.20935,0.0004404,2e-06,0.083568,-0
765,1.99,-0.14,3.1,0.20934,0.0004403,2.1e-06,0.087073,-0
766,1.91,-0.27,3.097,0.20935,0.0004396,2.1e-06,0.087044,0
767,0.84,-0.17,3.0996,0.20937,0.0004391,2.3e-06,0.087309,-0
768,1.81,-0.18,3.0974,0.20935,0.0004386,2.2e-06,0.086342,-0
769,1.28,-0.13,3.0991,0.20936,0.0004385,2.1e-06,0.086201,0
770,0.82,-0.18,3.0964,0.20937,0.0004384,2.1e-06,0.084494,-0
771,1.15,-0.2,3.0936,0.20936,0.0004384,2.1e-06,0.081662,0
772,1.79,-0.21,3.0924,0.20935,0.0004385,2.1e-06,0.079287,-0
773,1.68,-0.22,3.0892,0.20935,0.0004384,2e-06,0.082037,0
774,1.79,-0.17,3.0866,0.20935,0.0004385,1.9e-06,0.086337,-0
775,1.95,-0.18,3.082,0.20935,0.0004383,1.8e-06,0.087003,0
776,1.55,-0.13,3.081,0.20935,0.0004385,1.7e-06,0.08451,-0
777,1.66,-0.14,3.0813,0.20935,0.0004384,1.8e-06,0.086428,-0
778,2.04,-0.16,3.0815,0.20934,0.0004385,1.9e-06,0.083341,0
779,1.67,-0.15,3.0819,0.20935,0.0004384,2e-06,0.078024,0
780,1.23,-0.12,3.0805,0.20936,0.0004382,2.1e-06,0.074831,-0
781,1.18,-0.07,3.0823,0.20936,0.0004375,2e-06,0.072908,0
782,1.79,-0.11,3.0835,0.20935,0.0004369,1.9e-06,0.07234,-0
783,1.49,-0.21,3.0873,0.20935,0.0004374,1.8e-06,0.07553,0
784,1.64,-0.14,3.0925,0.20935,0.0004372,1.8e-06,0.076244,-0
785,1.36,-0.12,3.0968,0.20936,0.0004374,2.1e-06,0.076638,0.001
786,1.21,-0.07,3.0974,0.20936,0.0004375,1.9e-06,0.074035,-0
787,1.46,-0.14,3.1013,0.20935,0.0004375,1.7e-06,0.073877,-0
788,1.2,-0.12,3.1041,0.20936,0.0004376,1.8e-06,0.080233,-0
789,1.3,-0.12,3.1048,0.20936,0.0004373,1.9e-06,0.084222,-0
790,1.33,-0.11,3.1067,0.20936,0.0004364,2.3e-06,0.08181,0
791,1.36,-0.06,3.1096,0.20936,0.0004363,2.6e-06,0.065193,-0
792,1.41,-0.2,3.1104,0.20936,0.0004358,2.5e-06,0.053309,-0.001
793,1.28,-0.08,3.1121,0.20936,0.0004356,2.8e-06,0.054556,-0
794,1.39,-0.14,3.1076,0.20936,0.0004357,2.8e-06,0.048369,0
795,1.22,-0.1,3.1051,0.20936,0.0004356,2.7e-06,0.045636,-0
796,0.93,-0.22,3.1079,0.20936,0.0004356,2.6e-06,0.047286,-0.001
797,1.2,-0.12,3.105,0.20936,0.0004356,2.5e-06,0.046944,0
798,1.26,-0.21,3.104,0.20936,0.0004355,2.4e-06,0.044933,-0
799,1.3,-0.11,3.1019,0.20936,0.0004364,2.2e-06,0.044783,-0
800,1.56,-0.1,3.0985,0.20935,0.0004362,2.1e-06,0.049263,-0.001
801,1.21,-0.3,3.0949,0.20936,0.0004369,2.1e-06,0.04626,0
802,1.5,-0.07,3.0942,0.20935,0.0004376,2.3e-06,0.04513,-0
803,1.26,-0.1,3.0901,0.20936,0.0004383,2.2e-06,0.041959,-0.001
804,1.78,-0.1,3.0925,0.20935,0.0004375,1.8e-06,0.042986,0
805,1.66,-0.12,3.0967,0.20935,0.0004375,1.7e-06,0.038923,0
806,1.36,-0.1,3.0958,0.20936,0.0004375,1.7e-06,0.039553,-0
807,1.71,-0.2,3.0971,0.20935,0.0004375,1.8e-06,0.043771,0
808,1.43,-0.16,3.0957,0.20936,0.0004375,2.1e-06,0.046859,-0
809,1.67,-0.21,3.0951,0.20935,0.0004375,2.1e-06,0.048995,-0
810,0.92,-0.2,3.094,0.20936,0.0004374,1.9e-06,0.047982,-0
811,1.23,-0.12,3.0942,0.20936,0.0004372,1.7e-06,0.048167,-0
812,1.5,-0.22,3.096,0.20935,0.0004366,2e-06,0.045328,-0
813,1.04,-0.17,3.0973,0.20936,0.0004358,2.3e-06,0.047705,0
814,1.26,-0.15,3.0956,0.20936,0.0004356,2.4e-06,0.051143,0
815,0.87,-0.11,3.0954,0.20937,0.0004357,2.2e-06,0.051845,-0
816,1.2,-0.13,3.0981,0.20936,0.0004354,2.3e-06,0.052837,0
817,1.27,-0.09,3.0992,0.20936,0.000435,2.3e-06,0.051104,0
818,1.24,-0.15,3.0998,0.20936,0.0004347,2.3e-06,0.050652,-0
819,1.47,-0.14,3.0982,0.20936,0.0004348,2.3e-06,0.046314,-0
820,1.03,-0.16,3.1046,0.20936,0.000435,2.1e-06,0.041512,0
821,1,-0.1,3.1066,0.20936,0.0004363,2.1e-06,0.042061,0
822,0.75,-0.25,3.1064,0.20937,0.0004365,1.8e-06,0.045274,-0
823,1.26,-0.13,3.1081,0.20936,0.0004366,1.9e-06,0.041323,0
824,1.56,-0.16,3.1087,0.20935,0.0004362,1.7e-06,0.039952,-0
825,1.29,-0.19,3.1054,0.20936,0.0004353,1.7e-06,0.038305,0
826,0.93,-0.08,3.1051,0.20936,0.0004347,1.8e-06,0.045425,0
827,1.08,-0.1,3.1066,0.20936,0.0004345,1.8e-06,0.046625,-0.001
828,1.14,-0.17,3.1088,0.20936,0.0004346,2e-06,0.049308,0
829,0.68,-0.12,3.1109,0.20937,0.0004352,2.1e-06,0.046796,0
830,0.44,-0.08,3.1066,0.20937,0.0004357,1.9e-06,0.051359,-0
831,1.17,-0.04,3.1054,0.20936,0.0004356,1.9e-06,0.047917,-0
832,1.16,-0.17,3.1047,0.20936,0.000435,2e-06,0.047209,0
833,0.59,-0.13,3.1018,0.20937,0.0004355,2.1e-06,0.046098,-0
834,0.78,-0.21,3.1015,0.20937,0.0004356,2e-06,0.046191,0
835,1.23,-0.17,3.1001,0.20936,0.0004358,2.1e-06,0.049977,-0
836,1.32,-0.15,3.098,0.20936,0.0004353,1.8e-06,0.05216,-0
837,0.72,-0.08,3.0962,0.20937,0.0004348,1.6e-06,0.051884,-0
838,1.14,-0.11,3.1,0.20936,0.0004346,1.5e-06,0.052128,-0
839,1.08,-0.21,3.1027,0.20936,0.0004353,1.3e-06,0.051097,0
840,0.75,-0.15,3.1064,0.20937,0.0004355,1.4e-06,0.0478,-0
841,1.34,-0.16,3.108,0.20936,0.0004353,1.4e-06,0.048285,0
842,0.98,-0.16,3.1073,0.20936,0.0004356,1.4e-06,0.049062,-0
843,0.57,-0.06,3.1108,0.20937,0.0004354,1.5e-06,0.051589,0
844,0.99,-0.24,3.1142,0.20936,0.0004355,1.4e-06,0.050586,-0
845,1.16,-0.27,3.1123,0.20936,0.0004352,1.3e-06,0.046742,-0
846,1.51,-0.18,3.112,0.20935,0.0004344,1.4e-06,0.04691,-0
847,1.37,-0.09,3.1104,0.20936,0.0004347,1.6e-06,0.044429,-0
848,1.26,-0.13,3.1057,0.20936,0.0004348,1.7e-06,0.044426,-0
849,1.09,-0.1,3.0987,0.20936,0.0004354,1.8e-06,0.046971,0
850,0.52,-0.09,3.0983,0.20937,0.0004351,1.8e-06,0.050275,0
851,1.3,-0.1,3.0963,0.20936,0.0004346,1.9e-06,0.05085,-0
852,0.88,-0.2,3.0973,0.20937,0.0004348,2e-06,0.053069,-0.001
853,1.08,-0.12,3.0988,0.20936,0.0004354,1.9e-06,0.052241,-0
854,1.02,-0.09,3.0962,0.20936,0.0004357,1.8e-06,0.051413,0.001
855,0.81,-0.05,3.0998,0.20937,0.0004357,1.5e-06,0.050425,-0.001
856,1.58,-0.13,3.0971,0.20935,0.0004356,1.7e-06,0.05169,-0.001
857,1.05,-0.19,3.0955,0.20936,0.0004357,2.1e-06,0.048942,0
858,1.36,-0.12,3.0939,0.20936,0.0004356,2.1e-06,0.048403,0
859,1.52,-0.27,3.0995,0.20935,0.0004357,2e-06,0.049935,-0.001
860,1.39,-0.09,3.098,0.20936,0.0004346,1.9e-06,0.048893,0.001
861,0.87,-0.23,3.0986,0.20937,0.0004347,1.6e-06,0.046569,-0
862,0.94,-0.08,3.0949,0.20936,0.0004345,1.6e-06,0.046876,-0.001
863,0.87,-0.1,3.0922,0.20937,0.0004346,1.5e-06,0.046888,-0
864,1.6,-0.17,3.0903,0.20935,0.0004347,1.5e-06,0.046854,-0
865,1.02,-0.16,3.0925,0.20936,0.0004347,1.7e-06,0.047762,-0
866,0.73,-0.13,3.0937,0.20937,0.0004347,2e-06,0.048193,-0.001
867,1.31,-0.17,3.0926,0.20936,0.0004346,2.2e-06,0.050847,-0
868,1.23,-0.11,3.0947,0.20936,0.0004348,2.8e-06,0.046697,-0.001
869,1.53,-0.2,3.0924,0.20935,0.0004345,2.6e-06,0.04657,0
870,1.32,-0.22,3.0926,0.20936,0.0004345,2.6e-06,0.049092,-0
871,1.08,-0.19,3.0896,0.20936,0.0004353,2.4e-06,0.048383,0
872,0.94,-0.18,3.0951,0.20936,0.0004355,2.1e-06,0.048599,-0
873,0.95,-0.15,3.0944,0.20936,0.0004361,2.2e-06,0.05058,-0
874,1.35,-0.09,3.0977,0.20936,0.0004356,2.2e-06,0.050976,-0.001
875,0.98,-0.2,3.0971,0.20936,0.0004354,2e-06,0.050792,0
876,1.46,-0.08,3.1,0.20936,0.0004351,2e-06,0.052694,-0
877,0.86,-0.07,3.1048,0.20937,0.0004347,2.3e-06,0.05354,-0
878,1.53,-0.1,3.1022,0.20935,0.0004355,2.5e-06,0.05269,0
879,1.48,-0.03,3.1065,0.20935,0.0004356,2.6e-06,0.050436,-0
880,0.9,-0.15,3.1097,0.20937,0.0004348,2.5e-06,0.0471,0
881,1.04,-0.2,3.1149,0.20936,0.0004347,2.6e-06,0.047025,-0
882,0.73,-0.13,3.1162,0.20937,0.0004352,2.7e-06,0.049555,0.001
883,1.1,-0.11,3.117,0.20936,0.0004351,2.6e-06,0.051484,-0.001
884,0.97,-0.24,3.116,0.20936,0.0004346,2e-06,0.050116,-0.001
885,1.27,-0.2,3.1159,0.20936,0.0004355,1.7e-06,0.042654,-0.001
886,0.86,-0.17,3.1122,0.20937,0.0004356,1.7e-06,0.046619,-0
887,1.09,-0.17,3.1086,0.20936,0.0004354,2e-06,0.052063,-0.001
888,0.78,-0.19,3.1148,0.20937,0.0004357,2.1e-06,0.049883,-0
889,1.86,-0.19,3.1117,0.20935,0.0004356,1.7e-06,0.047438,0
890,1.3,-0.18,3.1101,0.20936,0.0004357,1.6e-06,0.048076,0.001
891,0.82,-0.15,3.1105,0.20937,0.0004357,1.7e-06,0.051026,0.001
892,1.06,-0.15,3.1049,0.20936,0.0004356,1.9e-06,0.048662,0
893,1.14,-0.23,3.0986,0.20936,0.0004355,1.9e-06,0.045662,0
894,1,-0.08,3.0951,0.20936,0.0004357,1.8e-06,0.044667,0
895,1.32,-0.12,3.0908,0.20936,0.0004355,1.8e-06,0.046103,0
896,1.71,-0.16,3.0936,0.20935,0.0004356,1.9e-06,0.044921,0
897,1.36,-0.14,3.0966,0.20936,0.0004357,1.8e-06,0.047545,0
898,0.96,-0.1,3.0947,0.20936,0.0004358,1.8e-06,0.047762,0
899,0.94,-0.19,3.092,0.20936,0.0004354,1.5e-06,0.047065,0
900,1,-0.06,3.0951,0.20936,0.0004347,1.4e-06,0.044336,0
901,0.66,-0.15,3.096,0.20937,0.0004349,1.7e-06,0.044357,0
902,1.25,-0.13,3.099,0.20936,0.0004357,1.8e-06,0.045163,-0.001
903,0.93,-0.18,3.1048,0.20936,0.0004357,1.7e-06,0.04517,-0
904,1.41,-0.11,3.1124,0.20936,0.0004354,1.4e-06,0.045855,0
905,0.95,-0.13,3.1194,0.20936,0.0004353,1.7e-06,0.045585,-0.001
906,0.8,-0.14,3.1188,0.20937,0.0004353,1.7e-06,0.046711,-0
907,1.37,-0.11,3.1158,0.20936,0.0004355,1.7e-06,0.049908,-0
908,0.92,-0.15,3.113,0.20936,0.0004345,1.7e-06,0.048993,-0
909,1.15,-0.17,3.1172,0.20936,0.0004346,1.8e-06,0.050595,-0
910,1.66,-0.18,3.1132,0.20935,0.0004335,1.7e-06,0.049097,-0
911,1.71,-0.17,3.1118,0.20935,0.0004337,2.1e-06,0.049964,-0
912,1.32,-0.06,3.1119,0.20936,0.0004329,2.4e-06,0.049997,-0
913,0.71,-0.19,3.1166,0.20937,0.0004335,2.3e-06,0.049391,-0
914,1.13,-0.14,3.1124,0.20936,0.0004337,2e-06,0.049903,-0
915,0.87,-0.17,3.109,0.20937,0.0004337,1.8e-06,0.049831,0
916,1.04,-0.18,3.1148,0.20936,0.0004334,1.9e-06,0.047558,-0
917,1.2,-0.1,3.1169,0.20936,0.0004328,2e-06,0.047524,-0
918,0.97,-0.13,3.1189,0.20936,0.0004328,1.9e-06,0.049111,-0
919,0.79,-0.16,3.1217,0.20937,0.0004328,2.2e-06,0.050006,-0
920,1.14,-0.06,3.1233,0.20936,0.0004337,1.8e-06,0.050997,-0
921,0.84,-0.21,3.1249,0.20937,0.0004337,2e-06,0.05161,0
922,0.67,-0.05,3.1263,0.20937,0.000434,2.3e-06,0.051923,-0
923,0.65,-0.13,3.1223,0.20937,0.0004344,2.3e-06,0.048459,-0
924,1.23,-0.05,3.1232,0.20936,0.0004336,2.2e-06,0.048407,-0
925,1.43,-0.11,3.1222,0.20936,0.0004338,2.4e-06,0.045987,0
926,1.08,-0.1,3.1175,0.20936,0.0004337,2.5e-06,0.044542,-0
927,0.7,-0.16,3.1161,0.20937,0.0004337,2.3e-06,0.045613,-0
928,1.03,-0.08,3.1136,0.20936,0.0004336,2.1e-06,0.046099,-0
929,0.54,0.06,3.1092,0.20937,0.0004337,1.8e-06,0.04689,-0
930,1.01,-0.13,3.1068,0.20936,0.0004336,1.7e-06,0.047303,-0
931,1.16,-0.15,3.1029,0.20936,0.0004335,1.6e-06,0.048365,-0
932,1.29,0.02,3.0982,0.20936,0.0004335,1.9e-06,0.048853,-0
933,0.71,-0.14,3.0954,0.20937,0.0004328,2e-06,0.044789,-0
934,1.01,-0.12,3.0943,0.20936,0.0004328,2.1e-06,0.042572,-0
935,0.87,-0.09,3.0941,0.20937,0.0004329,2.1e-06,0.044574,-0
936,1.15,-0.19,3.0911,0.20936,0.0004327,2.1e-06,0.043911,-0
937,0.94,-0.12,3.0912,0.20936,0.0004335,2.3e-06,0.04308,0
938,0.8,-0.17,3.091,0.20937,0.0004336,2.1e-06,0.043098,0
939,1.19,-0.14,3.0883,0.20936,0.0004337,1.6e-06,0.042208,-0
940,0.92,-0.19,3.0837,0.20936,0.000434,1.6e-06,0.046372,-0
941,1.18,-0.1,3.0838,0.20936,0.0004347,1.7e-06,0.04948,-0
942,0.88,-0.12,3.0887,0.20937,0.0004347,1.4e-06,0.051037,-0
943,1.16,-0.23,3.0939,0.20936,0.0004337,1.5e-06,0.051364,-0.001
944,0.91,-0.18,3.093,0.20937,0.0004336,1.8e-06,0.04951,0
945,0.45,-0.12,3.0931,0.20937,0.0004336,1.8e-06,0.04756,-0.001
946,1.18,-0.12,3.0943,0.20936,0.0004331,1.9e-06,0.047548,-0
947,0.89,-0.15,3.0955,0.20937,0.0004339,1.7e-06,0.045514,-0
948,0.97,-0.07,3.0956,0.20936,0.0004337,1.9e-06,0.043722,-0
949,1.05,-0.13,3.0979,0.20936,0.0004336,1.5e-06,0.043398,-0
950,0.93,-0.25,3.0986,0.20936,0.0004334,1.3e-06,0.04348,0
951,0.98,-0.17,3.0957,0.20936,0.0004327,1.2e-06,0.041417,-0
952,0.85,-0.17,3.094,0.20937,0.0004321,1.1e-06,0.040179,-0
953,0.63,-0.18,3.0862,0.20937,0.0004321,1.3e-06,0.040725,-0
954,0.21,-0.16,3.085,0.20938,0.0004327,1.7e-06,0.041605,-0
955,0.51,-0.05,3.0871,0.20937,0.0004336,1.8e-06,0.044209,-0
956,1.23,-0.22,3.0865,0.20936,0.0004337,1.7e-06,0.045989,-0
957,0.94,-0.16,3.0861,0.20936,0.0004337,1.6e-06,0.045169,-0
958,0.87,-0.15,3.086,0.20937,0.0004331,1.8e-06,0.045618,-0
959,0.91,-0.13,3.0838,0.20937,0.0004329,1.9e-06,0.046675,-0.001
960,1.54,-0.12,3.0867,0.20935,0.0004328,1.6e-06,0.044133,-0.001
961,1.16,-0.13,3.0898,0.20936,0.0004328,1.6e-06,0.046479,-0.001
962,0.76,-0.14,3.0897,0.20937,0.0004323,1.7e-06,0.045272,-0
963,0.42,-0.12,3.0946,0.20937,0.0004316,1.7e-06,0.044397,0
964,1.32,-0.05,3.0963,0.20936,0.0004314,1.5e-06,0.046873,-0.001
965,0.52,-0.17,3.0965,0.20937,0.0004318,1.6e-06,0.046863,-0
966,0.82,-0.21,3.0956,0.20937,0.0004319,2e-06,0.044441,-0.001
967,1.32,-0.12,3.0945,0.20936,0.0004317,2.2e-06,0.047639,0
968,0.68,-0.14,3.0955,0.20937,0.0004316,2e-06,0.045351,-0
969,0.41,-0.12,3.0964,0.20937,0.0004318,2.1e-06,0.04678,-0.001
970,-0.02,-0.13,3.0951,0.20938,0.0004319,2.7e-06,0.048249,0
971,0.8,-0.11,3.0945,0.20937,0.0004319,2.6e-06,0.047227,-0
972,0.61,-0.16,3.0951,0.20937,0.0004327,2.3e-06,0.046649,-0
973,0.58,-0.16,3.0935,0.20937,0.0004331,2.6e-06,0.045365,-0
974,1.26,-0.09,3.0958,0.20936,0.0004333,2.4e-06,0.047691,-0
975,1.26,-0.18,3.0941,0.20936,0.0004328,2.4e-06,0.046796,-0
976,1.53,-0.2,3.0947,0.20935,0.0004339,2.6e-06,0.045386,-0
977,0.6,-0.13,3.0982,0.20937,0.0004335,2.6e-06,0.047122,-0
978,1.08,-0.14,3.0966,0.20936,0.0004327,2.4e-06,0.047658,-0
979,1.15,-0.17,3.095,0.20936,0.0004328,2.3e-06,0.047845,-0
980,0.9,-0.07,3.0994,0.20937,0.0004321,2.4e-06,0.048092,-0.001
981,0.89,-0.08,3.1005,0.20937,0.0004322,2.6e-06,0.047641,-0
982,1.32,-0.18,3.0985,0.20936,0.0004319,2.7e-06,0.046742,-0
983,0.46,-0.22,3.0975,0.20937,0.0004318,2.7e-06,0.047586,-0
984,0.72,-0.13,3.094,0.20937,0.0004319,2.3e-06,0.047963,-0.001
985,0.83,-0.15,3.0936,0.20937,0.0004325,2e-06,0.047899,-0
986,0.54,-0.29,3.0958,0.20937,0.000433,1.7e-06,0.048918,-0
987,0.44,-0.15,3.0921,0.20937,0.0004327,1.5e-06,0.046258,0
988,0.59,-0.04,3.096,0.20937,0.000433,1.4e-06,0.047894,-0
989,0.63,-0.23,3.0982,0.20937,0.0004327,1.3e-06,0.048724,-0
990,1.7,-0.14,3.0967,0.20935,0.0004323,1.4e-06,0.048831,-0
991,1.09,-0.18,3.0975,0.20936,0.0004318,1.7e-06,0.046458,-0
992,1.11,-0.12,3.0984,0.20936,0.0004317,1.7e-06,0.04555,0
993,0.74,-0.07,3.1005,0.20937,0.0004311,1.7e-06,0.047749,0
994,1.21,-0.19,3.0983,0.20936,0.0004306,1.9e-06,0.049242,-0
995,0.46,-0.14,3.1001,0.20937,0.0004296,1.9e-06,0.050477,-0
996,0.95,-0.11,3.1019,0.20937,0.0004295,1.9e-06,0.049825,-0
997,1.32,-0.17,3.1046,0.20936,0.0004289,1.9e-06,0.050703,0
998,0.74,-0.07,3.0986,0.20937,0.000429,2.3e-06,0.048113,-0
999,0.67,-0.13,3.0998,0.20937,0.0004289,2.5e-06,0.047316,-0
1000,0.89,-0.09,3.1002,0.20937,0.0004292,2.4e-06,0.047318,-0.001
1001,0.56,-0.13,3.1001,0.20937,0.0004291,2.2e-06,0.048796,0
1002,0.51,-0.11,3.0977,0.20937,0.000429,2.5e-06,0.047416,-0.001
1003,0.72,-0.11,3.0985,0.20937,0.0004298,2.6e-06,0.04683,0
1004,0.91,-0.15,3.1022,0.20937,0.0004298,2.7e-06,0.046892,-0
1005,0.95,-0.11,3.0995,0.20936,0.00043,2.8e-06,0.046295,-0
1006,1.5,-0.16,3.0981,0.20935,0.0004309,2.4e-06,0.047131,0
1007,1.42,-0.2,3.0992,0.20936,0.0004308,2.4e-06,0.049351,-0
1008,1.31,-0.21,3.1045,0.20936,0.0004319,2.2e-06,0.050277,-0
1009,0.38,-0.19,3.1066,0.20937,0.0004329,2e-06,0.049922,-0
1010,0.49,-0.16,3.1031,0.20937,0.0004326,2.2e-06,0.050789,-0.001
1011,1.12,-0.1,3.0993,0.20936,0.0004326,2.1e-06,0.049161,-0.001
1012,1.26,-0.19,3.1004,0.20936,0.0004327,2.2e-06,0.047773,-0
1013,0.66,-0.24,3.0945,0.20937,0.0004328,2.1e-06,0.048399,-0.001
1014,0.67,-0.1,3.0915,0.20937,0.0004328,2.1e-06,0.047359,-0
1015,1.04,-0.1,3.0931,0.20936,0.0004321,2.2e-06,0.046992,-0
1016,1.18,-0.21,3.094,0.20936,0.0004318,2.3e-06,0.043262,-0
1017,1.38,-0.1,3.0881,0.20936,0.0004319,2.1e-06,0.043015,-0
1018,1.02,-0.14,3.0862,0.20936,0.0004317,2.6e-06,0.04172,-0.001
1019,0.91,-0.09,3.0856,0.20937,0.0004312,2.7e-06,0.042476,-0
1020,0.42,-0.19,3.0895,0.20937,0.0004317,2.7e-06,0.043902,-0
1021,0.8,-0.13,3.0944,0.20937,0.0004316,2.6e-06,0.048087,-0
1022,0.85,-0.19,3.0979,0.20937,0.0004318,2.2e-06,0.042074,-0
1023,0.71,-0.18,3.1041,0.20937,0.0004318,2.2e-06,0.038706,-0.001
1024,1.12,-0.14,3.1057,0.20936,0.0004325,2.3e-06,0.040532,-0
1025,0.77,-0.15,3.1023,0.20937,0.0004323,2.3e-06,0.042802,-0.001
1026,0.8,-0.12,3.0979,0.20937,0.0004316,2.3e-06,0.039997,-0
1027,0.82,-0.06,3.1022,0.20937,0.0004322,2.2e-06,0.035553,-0
1028,1.03,-0.11,3.1049,0.20936,0.0004329,2.4e-06,0.034714,-0
1029,0.99,-0.2,3.1041,0.20936,0.0004337,2.5e-06,0.034241,-0.001
1030,0.96,-0.18,3.1031,0.20936,0.0004337,2.3e-06,0.03831,-0
1031,0.71,-0.24,3.1002,0.20937,0.0004337,2.3e-06,0.039671,-0
1032,1.31,-0.1,3.0999,0.20936,0.0004346,2.2e-06,0.041944,-0
1033,1.08,-0.26,3.1027,0.20936,0.0004351,1.9e-06,0.043789,-0
1034,0.99,-0.23,3.1061,0.20936,0.0004362,1.9e-06,0.040323,-0
1035,0.75,-0.07,3.1093,0.20937,0.0004367,1.6e-06,0.035289,0
1036,1.08,-0.23,3.1136,0.20936,0.000436,1.5e-06,0.039636,-0.001
1037,0.71,-0.12,3.1108,0.20937,0.0004356,1.6e-06,0.036029,-0.001
1038,0.78,-0.14,3.1043,0.20937,0.0004357,1.5e-06,0.037916,-0
1039,0.96,-0.15,3.1031,0.20936,0.0004365,1.3e-06,0.040379,-0
1040,0.74,-0.11,3.1034,0.20937,0.0004365,1.4e-06,0.0409,-0.001
1041,1.16,-0.2,3.1055,0.20936,0.0004373,1.5e-06,0.041931,-0
1042,0.97,-0.09,3.102,0.20936,0.0004375,1.7e-06,0.041036,-0
1043,1.77,-0.11,3.1012,0.20935,0.0004366,1.8e-06,0.04112,-0.001
1044,1.04,-0.13,3.0968,0.20936,0.0004366,1.5e-06,0.041048,-0
1045,1.21,-0.14,3.0966,0.20936,0.0004364,1.3e-06,0.040582,-0
1046,1.43,-0.25,3.0966,0.20936,0.0004365,1.4e-06,0.043464,-0
1047,2.27,-0.18,3.0959,0.20934,0.0004366,1.5e-06,0.047022,-0
1048,1.8,-0.21,3.0952,0.20935,0.0004365,1.6e-06,0.048594,0
1049,1.01,-0.16,3.095,0.20936,0.0004366,2e-06,0.0467,-0
1050,1.37,-0.09,3.0946,0.20936,0.0004356,2.5e-06,0.047557,-0
1051,1.14,-0.2,3.0957,0.20936,0.0004348,2.7e-06,0.048233,-0
