Time (s),Heat Release Rate (kW),NG Burner HRR (kW),Exhaust Mass Flow Rate (kg/s),Oxygen (Vol Fr),CO2 (Vol Fr),CO (Vol Fr),Radiant Heat Flux (kW/m^2),Ksmoke (1/m)
1321,57.77,-0.24,3.074,0.20816,0.001354,8.7e-06,0.75908,0.221
1322,57.74,-0.23,3.075,0.20816,0.0013516,8.4e-06,0.75174,0.192
1323,57.53,-0.26,3.0804,0.20817,0.0013501,7.8e-06,0.74967,0.19
1324,57.56,-0.2,3.0765,0.20817,0.001348,7.8e-06,0.73847,0.2
1325,57.77,-0.25,3.0772,0.20817,0.0013454,8e-06,0.73404,0.196
1326,57.89,-0.17,3.0816,0.20817,0.0013413,7.8e-06,0.74595,0.157
1327,57.32,-0.2,3.0832,0.20818,0.0013369,7.4e-06,0.74129,0.212
1328,56.8,-0.24,3.085,0.20819,0.0013317,7.3e-06,0.73826,0.158
1329,56.18,-0.27,3.0867,0.2082,0.0013279,7.3e-06,0.72058,0.192
1330,56.52,-0.22,3.0885,0.2082,0.001325,7.4e-06,0.72347,0.174
1331,55.92,-0.18,3.0923,0.20821,0.0013221,7.7e-06,0.71997,0.194
1332,55.74,-0.12,3.0927,0.20821,0.0013196,7.3e-06,0.71789,0.169
1333,55.77,-0.18,3.0919,0.20821,0.0013169,7.1e-06,0.70908,0.162
1334,56.4,-0.18,3.0934,0.2082,0.0013123,7e-06,0.71256,0.189
1335,55.7,-0.3,3.0923,0.20822,0.0013064,7.2e-06,0.70034,0.162
1336,54.36,-0.25,3.0899,0.20824,0.0012999,7.2e-06,0.69176,0.17
1337,53.57,-0.19,3.092,0.20826,0.0012922,7.2e-06,0.68039,0.168
1338,53.57,-0.24,3.0959,0.20826,0.0012855,7.3e-06,0.68209,0.171
1339,53.22,-0.18,3.0971,0.20827,0.0012808,7.1e-06,0.68359,0.163
1340,52.49,-0.28,3.0998,0.20828,0.0012766,6.8e-06,0.67508,0.172
1341,52.61,-0.16,3.1001,0.20828,0.0012734,6.7e-06,0.67229,0.158
1342,52.92,-0.22,3.1003,0.20828,0.0012693,6.6e-06,0.66602,0.145
1343,52.42,-0.15,3.1022,0.20829,0.0012641,6.5e-06,0.66981,0.17
1344,52.88,-0.27,3.1035,0.20828,0.0012589,6.4e-06,0.67779,0.162
1345,52.17,-0.18,3.1046,0.20829,0.0012549,6.2e-06,0.66154,0.182
1346,51.73,-0.2,3.1047,0.2083,0.0012526,6.5e-06,0.66691,0.167
1347,51.19,-0.2,3.1047,0.20831,0.0012502,6.8e-06,0.67124,0.152
1348,51.82,-0.15,3.106,0.2083,0.0012472,6.9e-06,0.66886,0.163
1349,51.63,-0.15,3.1061,0.20831,0.0012438,7.1e-06,0.6534,0.165
1350,50.99,-0.19,3.1075,0.20832,0.0012394,7.2e-06,0.65061,0.169
1351,50.51,-0.24,3.1069,0.20833,0.0012356,7.3e-06,0.65288,0.151
1352,50.52,-0.2,3.1067,0.20833,0.0012323,7.1e-06,0.65426,0.157
1353,50.14,-0.33,3.1052,0.20834,0.0012288,7.2e-06,0.65545,0.148
1354,50.08,-0.23,3.1063,0.20834,0.0012246,6.8e-06,0.64824,0.136
1355,49.92,-0.19,3.1086,0.20834,0.0012189,6.5e-06,0.64601,0.137
1356,49.3,-0.27,3.1109,0.20836,0.0012132,6.3e-06,0.63858,0.152
1357,49.27,-0.21,3.1106,0.20836,0.0012068,6.4e-06,0.63177,0.135
1358,48.16,-0.16,3.1087,0.20838,0.0012016,6.3e-06,0.63114,0.127
1359,47.48,-0.27,3.112,0.20839,0.0011965,6.4e-06,0.62889,0.144
1360,47.31,-0.18,3.111,0.2084,0.0011922,6.2e-06,0.62607,0.134
1361,47.48,-0.27,3.1128,0.20839,0.0011877,6.1e-06,0.6214,0.133
1362,47.11,-0.18,3.1137,0.2084,0.0011823,6.2e-06,0.61327,0.132
1363,46.85,-0.3,3.1152,0.20841,0.0011765,6.1e-06,0.60797,0.103
1364,46.48,-0.22,3.119,0.20842,0.0011694,6.4e-06,0.60287,0.13
1365,45.4,-0.23,3.1148,0.20844,0.0011627,6.4e-06,0.59116,0.141
1366,45.55,-0.21,3.1165,0.20844,0.0011571,5.9e-06,0.57897,0.116
1367,44.48,-0.22,3.1171,0.20846,0.0011511,5.8e-06,0.57135,0.125
1368,44.47,-0.14,3.1128,0.20846,0.0011454,5.6e-06,0.58035,0.123
1369,44.17,-0.27,3.1082,0.20846,0.0011398,5.6e-06,0.58516,0.122
1370,43.67,-0.23,3.107,0.20847,0.0011344,5.8e-06,0.58705,0.125
1371,42.79,-0.22,3.1039,0.20849,0.0011284,5.8e-06,0.58342,0.107
1372,42.77,-0.25,3.1048,0.20849,0.0011221,5.8e-06,0.57761,0.126
1373,42.21,-0.23,3.1012,0.2085,0.0011162,5.7e-06,0.56822,0.131
1374,41.75,-0.3,3.0972,0.20851,0.0011119,5.7e-06,0.56183,0.128
1375,41.78,-0.17,3.0992,0.20851,0.0011102,5.9e-06,0.5708,0.121
1376,41.8,-0.27,3.0972,0.20851,0.0011101,6.1e-06,0.56893,0.111
1377,42.39,-0.26,3.0966,0.2085,0.0011086,5.8e-06,0.56761,0.111
1378,42.42,-0.15,3.0969,0.2085,0.001106,5.5e-06,0.55016,0.123
1379,41.61,-0.11,3.0967,0.20851,0.0011022,5.5e-06,0.5553,0.108
1380,41.79,-0.18,3.0959,0.20851,0.0010966,5.7e-06,0.54844,0.117
1381,41.16,-0.18,3.0953,0.20852,0.0010904,5.6e-06,0.54839,0.098
1382,40.49,-0.11,3.0964,0.20854,0.001083,5e-06,0.53355,0.101
1383,39.43,-0.18,3.1008,0.20856,0.0010762,4.8e-06,0.53571,0.12
1384,38.94,-0.17,3.1047,0.20857,0.0010712,4.8e-06,0.53261,0.106
1385,38.59,-0.25,3.1083,0.20858,0.0010685,4.5e-06,0.53095,0.116
1386,39.04,-0.31,3.1067,0.20857,0.0010661,4.6e-06,0.52928,0.095
1387,39.34,-0.22,3.1092,0.20857,0.001064,4.9e-06,0.53017,0.108
1388,38.79,-0.19,3.1089,0.20858,0.0010613,5.1e-06,0.53133,0.1
1389,38.85,-0.26,3.1091,0.20858,0.0010569,5.3e-06,0.52737,0.092
1390,38.49,-0.22,3.1108,0.20858,0.001053,5.2e-06,0.52699,0.105
1391,38.55,-0.25,3.1139,0.20858,0.0010484,5.2e-06,0.52404,0.078
1392,38.28,-0.25,3.1116,0.20859,0.001043,5e-06,0.5128,0.109
1393,37.21,-0.21,3.1096,0.20861,0.0010373,4.7e-06,0.50957,0.084
1394,36.65,-0.29,3.1055,0.20862,0.001032,4.7e-06,0.51219,0.09
1395,36.03,-0.26,3.1005,0.20863,0.0010268,4.8e-06,0.50342,0.099
1396,36.12,-0.21,3.1016,0.20863,0.0010228,4.5e-06,0.50343,0.092
1397,35.19,-0.19,3.0993,0.20865,0.001019,4.4e-06,0.49869,0.091
1398,35.48,-0.21,3.1049,0.20864,0.0010153,4.4e-06,0.49584,0.086
1399,35.16,-0.25,3.106,0.20865,0.0010115,4.4e-06,0.49307,0.091
1400,35.21,-0.3,3.1048,0.20865,0.0010072,4.3e-06,0.48251,0.091
1401,35.17,-0.24,3.1018,0.20865,0.0010028,4.1e-06,0.48285,0.091
1402,34.67,-0.26,3.1019,0.20866,0.0009987,3.8e-06,0.48208,0.084
1403,34.6,-0.27,3.0988,0.20866,0.0009949,3.6e-06,0.48074,0.087
1404,34.18,-0.19,3.1025,0.20867,0.0009909,3.6e-06,0.47545,0.073
1405,34.22,-0.2,3.1073,0.20867,0.0009873,3.9e-06,0.46553,0.087
1406,33.39,-0.16,3.1047,0.20869,0.0009823,3.9e-06,0.46592,0.082
1407,33.18,-0.33,3.103,0.20869,0.0009781,3.7e-06,0.46161,0.072
1408,32.73,-0.24,3.0997,0.2087,0.0009742,3.7e-06,0.45121,0.068
1409,32.67,-0.22,3.1,0.2087,0.0009704,3.9e-06,0.44649,0.086
1410,32.5,-0.2,3.0997,0.20871,0.0009669,4.1e-06,0.45436,0.081
1411,32.01,-0.2,3.1035,0.20872,0.0009648,4.1e-06,0.45771,0.076
1412,32.73,-0.26,3.1073,0.2087,0.0009628,3.8e-06,0.45153,0.062
1413,32.07,-0.3,3.1099,0.20872,0.0009594,4e-06,0.44558,0.074
1414,31.77,-0.23,3.1017,0.20872,0.0009552,3.6e-06,0.44144,0.077
1415,31.77,-0.29,3.0997,0.20872,0.0009516,3.4e-06,0.43318,0.069
1416,31.48,-0.27,3.0955,0.20873,0.0009478,3.6e-06,0.44189,0.068
1417,30.63,-0.26,3.0954,0.20874,0.0009453,3.5e-06,0.44495,0.063
1418,31.03,-0.15,3.0948,0.20874,0.0009418,3.2e-06,0.43746,0.063
1419,30.62,-0.2,3.095,0.20875,0.0009384,3.5e-06,0.43067,0.061
1420,30.24,-0.2,3.0953,0.20875,0.0009354,3.6e-06,0.42587,0.063
1421,30.29,-0.26,3.0965,0.20875,0.0009321,3.5e-06,0.42526,0.052
1422,30.35,-0.3,3.0936,0.20875,0.0009287,3.6e-06,0.41619,0.049
1423,30.01,-0.21,3.0942,0.20876,0.0009247,3.4e-06,0.41108,0.053
1424,29.95,-0.17,3.0994,0.20876,0.0009209,3.2e-06,0.4134,0.06
1425,29.21,-0.21,3.0958,0.20878,0.0009171,3.3e-06,0.41084,0.061
1426,29.25,-0.21,3.1018,0.20878,0.0009155,3.6e-06,0.39916,0.054
1427,28.83,-0.26,3.1012,0.20878,0.0009161,3.7e-06,0.39704,0.062
1428,29.45,-0.18,3.1011,0.20877,0.0009177,3.9e-06,0.39509,0.067
1429,30.21,-0.21,3.1054,0.20876,0.00092,4e-06,0.39502,0.042
1430,30.25,-0.21,3.1056,0.20876,0.0009214,4e-06,0.3885,0.067
1431,30.26,-0.15,3.1025,0.20876,0.0009213,4.2e-06,0.37968,0.051
1432,30.33,-0.24,3.1025,0.20876,0.0009205,4.3e-06,0.38262,0.062
1433,29.7,-0.09,3.0977,0.20877,0.0009186,4.5e-06,0.38484,0.053
1434,29.13,-0.16,3.0948,0.20878,0.0009151,4.6e-06,0.38963,0.053
1435,29.4,-0.16,3.0945,0.20877,0.0009117,4.3e-06,0.39017,0.056
1436,28.92,-0.19,3.091,0.20878,0.0009069,4.3e-06,0.38919,0.042
1437,27.93,-0.3,3.0966,0.2088,0.000902,4.6e-06,0.3921,0.051
1438,28.13,-0.25,3.0999,0.2088,0.0008977,4.7e-06,0.38832,0.055
1439,28.06,-0.22,3.0951,0.2088,0.0008942,4.6e-06,0.38948,0.041
1440,27.3,-0.18,3.098,0.20882,0.0008907,4.2e-06,0.38392,0.058
1441,26.67,-0.18,3.0999,0.20883,0.0008878,4e-06,0.3797,0.047
1442,27.21,-0.21,3.1037,0.20882,0.0008853,3.6e-06,0.37048,0.048
1443,26.92,-0.19,3.1103,0.20883,0.0008821,3e-06,0.36884,0.045
1444,26.84,-0.12,3.1184,0.20883,0.0008782,3e-06,0.37002,0.046
1445,26.79,-0.22,3.1226,0.20883,0.000874,3.1e-06,0.36945,0.052
1446,26.26,-0.12,3.1248,0.20884,0.0008702,3.3e-06,0.37053,0.044
1447,25.42,-0.21,3.1195,0.20886,0.0008676,3.2e-06,0.36999,0.058
1448,25.17,-0.24,3.1189,0.20886,0.0008654,2.9e-06,0.36962,0.059
1449,26.12,-0.15,3.1246,0.20885,0.0008654,2.6e-06,0.3762,0.046
1450,25.89,-0.21,3.1262,0.20885,0.0008652,2.7e-06,0.37548,0.062
1451,26.7,-0.16,3.1234,0.20884,0.0008652,2.7e-06,0.37368,0.049
1452,26.9,-0.18,3.1256,0.20883,0.000865,2.8e-06,0.36574,0.057
1453,26.46,-0.16,3.1239,0.20884,0.0008638,2.8e-06,0.3634,0.043
1454,26.8,-0.14,3.1208,0.20883,0.0008624,3e-06,0.36395,0.058
1455,26.4,-0.14,3.1145,0.20884,0.0008607,2.9e-06,0.3624,0.05
1456,25.24,-0.19,3.116,0.20886,0.0008583,2.9e-06,0.36357,0.054
1457,25.77,-0.19,3.1197,0.20885,0.0008561,3e-06,0.36405,0.047
1458,25.52,-0.23,3.1155,0.20886,0.0008541,3e-06,0.3657,0.057
1459,25.46,-0.08,3.1088,0.20886,0.0008524,3.1e-06,0.36857,0.049
1460,25.08,-0.12,3.102,0.20886,0.000851,3.3e-06,0.3693,0.05
1461,25,-0.19,3.0988,0.20887,0.0008498,3.3e-06,0.37014,0.063
1462,24.99,-0.29,3.093,0.20886,0.0008498,3.3e-06,0.36885,0.056
1463,25.86,-0.18,3.0994,0.20885,0.0008508,3.2e-06,0.37322,0.048
1464,25.74,-0.23,3.1023,0.20885,0.0008513,2.9e-06,0.37006,0.058
1465,26.31,-0.24,3.1076,0.20884,0.0008515,3e-06,0.36754,0.058
1466,25.96,-0.19,3.1099,0.20885,0.0008518,2.9e-06,0.36744,0.053
1467,26.09,-0.13,3.1086,0.20885,0.0008516,2.8e-06,0.36088,0.043
1468,25.41,-0.24,3.1126,0.20886,0.0008504,2.9e-06,0.36101,0.05
1469,25.32,-0.24,3.1135,0.20886,0.000848,3.1e-06,0.35798,0.052
1470,25.18,-0.17,3.121,0.20887,0.0008444,3.1e-06,0.35031,0.042
1471,24.99,-0.18,3.1262,0.20887,0.0008411,3e-06,0.34725,0.054
1472,24.74,-0.2,3.1336,0.20888,0.0008386,2.9e-06,0.34069,0.045
1473,24.23,-0.12,3.1297,0.20889,0.0008371,2.8e-06,0.33611,0.048
1474,24.16,-0.28,3.1314,0.20889,0.0008362,2.8e-06,0.33176,0.044
1475,24.33,-0.25,3.1354,0.20889,0.000835,2.9e-06,0.33,0.049
1476,24.4,-0.18,3.1354,0.20888,0.000834,3e-06,0.32936,0.046
1477,24.47,-0.23,3.1366,0.20888,0.000832,3.2e-06,0.33294,0.04
1478,24.33,-0.18,3.1357,0.20889,0.0008298,3.2e-06,0.34008,0.05
1479,24.08,-0.21,3.1379,0.20889,0.0008267,3.1e-06,0.33444,0.045
1480,23.88,-0.2,3.1357,0.2089,0.0008233,3.2e-06,0.33511,0.041
1481,22.95,-0.21,3.1365,0.20891,0.0008198,2.8e-06,0.34112,0.031
1482,22.64,-0.17,3.1314,0.20892,0.0008167,2.7e-06,0.33085,0.056
1483,22.76,-0.17,3.1285,0.20892,0.0008144,2.6e-06,0.31635,0.041
1484,22.61,-0.23,3.1229,0.20892,0.0008127,2.6e-06,0.31541,0.047
1485,22.2,-0.2,3.1142,0.20893,0.0008115,3e-06,0.3151,0.034
1486,21.93,-0.11,3.1086,0.20893,0.0008097,3e-06,0.31933,0.043
1487,22.22,-0.27,3.1096,0.20893,0.0008068,2.9e-06,0.31894,0.037
1488,22.25,-0.13,3.1082,0.20893,0.000804,3e-06,0.31759,0.044
1489,21.81,-0.07,3.1077,0.20893,0.0008017,2.9e-06,0.31478,0.042
1490,21.34,-0.07,3.1068,0.20894,0.0007998,2.9e-06,0.31227,0.03
1491,21.66,-0.13,3.1047,0.20894,0.0007985,3e-06,0.31285,0.038
1492,21.12,-0.13,3.108,0.20895,0.0007961,2.9e-06,0.31234,0.03
1493,20.63,-0.23,3.1098,0.20896,0.0007931,2.8e-06,0.3081,0.034
1494,21.2,-0.14,3.1129,0.20895,0.0007895,3e-06,0.30689,0.035
1495,20.61,-0.09,3.1162,0.20896,0.0007864,2.9e-06,0.30617,0.033
1496,20.32,-0.23,3.1208,0.20897,0.0007837,2.8e-06,0.3033,0.031
1497,20.34,-0.22,3.1199,0.20897,0.0007817,2.6e-06,0.30284,0.037
1498,20.55,-0.3,3.1232,0.20896,0.0007801,2.3e-06,0.30264,0.037
1499,20.17,-0.17,3.1217,0.20897,0.0007781,2.2e-06,0.30295,0.032
1500,20.04,-0.09,3.1237,0.20897,0.0007767,2.4e-06,0.29817,0.031
1501,19.97,-0.18,3.1213,0.20897,0.0007755,2.5e-06,0.29436,0.031
1502,20.34,-0.25,3.1163,0.20897,0.000774,2.3e-06,0.29083,0.034
1503,20.5,-0.2,3.1184,0.20897,0.0007728,2e-06,0.2862,0.025
1504,19.99,-0.18,3.1204,0.20897,0.0007715,1.7e-06,0.28889,0.029
1505,19.97,-0.17,3.1239,0.20898,0.0007694,1.5e-06,0.28829,0.027
1506,20.07,-0.12,3.1263,0.20897,0.0007676,1.6e-06,0.28563,0.034
1507,19.33,-0.13,3.1248,0.20899,0.0007661,1.5e-06,0.28609,0.024
1508,19.38,-0.28,3.1216,0.20899,0.0007647,1.6e-06,0.28063,0.031
1509,19.19,-0.17,3.126,0.20899,0.0007627,1.7e-06,0.27686,0.026
1510,19.71,-0.22,3.1297,0.20898,0.0007603,1.7e-06,0.27632,0.034
1511,18.83,-0.28,3.1379,0.209,0.0007579,1.6e-06,0.27966,0.029
1512,19.24,-0.22,3.1398,0.20899,0.0007564,1.4e-06,0.28336,0.034
1513,19.05,-0.22,3.1426,0.209,0.0007563,1.5e-06,0.27737,0.023
1514,18.74,-0.28,3.1456,0.209,0.0007551,2e-06,0.27319,0.032
1515,19.44,-0.17,3.1458,0.20899,0.0007533,2e-06,0.27506,0.026
1516,19.23,-0.22,3.1424,0.20899,0.0007512,2e-06,0.27554,0.03
1517,19.25,-0.2,3.1469,0.209,0.0007487,2.2e-06,0.27223,0.027
1518,18.83,-0.08,3.1542,0.209,0.0007465,2.3e-06,0.2703,0.028
1519,18.15,-0.23,3.1554,0.20902,0.0007441,2.1e-06,0.26505,0.025
1520,18.54,-0.24,3.1526,0.20901,0.0007416,1.9e-06,0.26365,0.027
1521,17.55,-0.23,3.1513,0.20903,0.0007391,1.7e-06,0.25508,0.031
1522,17.61,-0.28,3.1511,0.20903,0.0007376,1.7e-06,0.262,0.032
1523,17.83,-0.19,3.1492,0.20902,0.0007366,1.8e-06,0.26226,0.034
1524,17.71,-0.16,3.1428,0.20902,0.0007361,2e-06,0.26285,0.036
1525,18.15,-0.25,3.1434,0.20902,0.0007359,1.9e-06,0.26665,0.03
1526,18.51,-0.18,3.1476,0.20901,0.0007363,1.9e-06,0.26777,0.024
1527,18,-0.19,3.1458,0.20902,0.0007371,1.9e-06,0.27089,0.033
1528,17.86,-0.24,3.1423,0.20902,0.000736,2.1e-06,0.27076,0.026
1529,17.89,-0.17,3.139,0.20902,0.0007348,2.2e-06,0.26735,0.032
1530,17.53,-0.23,3.1385,0.20903,0.0007341,2e-06,0.26305,0.029
1531,17.51,-0.21,3.1361,0.20903,0.0007342,1.8e-06,0.25563,0.031
1532,17.64,-0.29,3.1355,0.20903,0.0007332,2e-06,0.25294,0.027
1533,17.65,-0.22,3.1331,0.20903,0.0007322,2e-06,0.25446,0.029
1534,17.64,-0.27,3.1371,0.20903,0.0007305,1.8e-06,0.25723,0.023
1535,17.38,-0.16,3.133,0.20903,0.0007286,1.5e-06,0.25111,0.028
1536,17.4,-0.1,3.1342,0.20903,0.0007268,1.8e-06,0.24628,0.024
1537,17.69,-0.25,3.1368,0.20903,0.0007239,1.9e-06,0.24201,0.024
1538,16.79,-0.14,3.1391,0.20904,0.0007217,1.8e-06,0.24111,0.03
1539,16.6,-0.22,3.1402,0.20905,0.0007195,2e-06,0.24226,0.025
1540,16.05,-0.17,3.1432,0.20906,0.0007181,1.6e-06,0.23985,0.028
1541,15.83,-0.21,3.1431,0.20906,0.0007162,1.2e-06,0.23588,0.025
1542,16.11,-0.19,3.1436,0.20906,0.0007143,1.3e-06,0.2296,0.023
1543,16.26,-0.3,3.1456,0.20906,0.0007122,1.5e-06,0.2329,0.017
1544,16.45,-0.22,3.145,0.20905,0.0007095,1.4e-06,0.23541,0.025
1545,15.91,-0.21,3.1491,0.20906,0.000707,1.5e-06,0.23452,0.016
1546,15.56,-0.23,3.1422,0.20907,0.0007044,1.5e-06,0.23782,0.025
1547,15.29,-0.16,3.1411,0.20907,0.0007026,1.7e-06,0.24099,0.024
1548,15.25,-0.18,3.141,0.20908,0.0007017,1.5e-06,0.24039,0.021
1549,15.63,-0.16,3.1388,0.20907,0.0007013,1.4e-06,0.24183,0.022
1550,15.47,-0.18,3.1366,0.20907,0.0007011,1.5e-06,0.23457,0.015
1551,15.32,-0.24,3.1384,0.20907,0.0006999,1.3e-06,0.2277,0.019
1552,15.33,-0.18,3.1411,0.20908,0.0006983,8e-07,0.23252,0.019
1553,15.13,-0.18,3.1412,0.20908,0.0006971,1e-06,0.23154,0.014
1554,15.01,-0.24,3.1415,0.20908,0.0006959,1.1e-06,0.2262,0.018
1555,15.17,-0.07,3.1399,0.20908,0.0006944,1.6e-06,0.22237,0.015
1556,15.03,-0.21,3.1421,0.20908,0.0006923,1.7e-06,0.22296,0.012
1557,14.43,-0.16,3.1457,0.20909,0.0006901,1.6e-06,0.21777,0.02
1558,13.77,-0.19,3.1409,0.2091,0.0006888,1.7e-06,0.21536,0.014
1559,13.94,-0.19,3.1438,0.2091,0.0006873,1.6e-06,0.2179,0.018
1560,14.14,-0.21,3.1421,0.2091,0.000686,1.6e-06,0.22046,0.014
1561,14.24,-0.11,3.1403,0.2091,0.0006849,1.7e-06,0.22276,0.013
1562,14.34,-0.21,3.1411,0.2091,0.000683,1.6e-06,0.22269,0.011
1563,14,-0.19,3.138,0.2091,0.0006813,1.5e-06,0.21638,0.012
1564,13.91,-0.2,3.138,0.2091,0.0006795,1.7e-06,0.20809,0.011
1565,14.32,-0.17,3.1399,0.2091,0.0006777,1.8e-06,0.20649,0.013
1566,13.34,-0.16,3.1419,0.20911,0.0006755,1.6e-06,0.20949,0.011
1567,13.27,-0.31,3.135,0.20912,0.0006736,1.6e-06,0.21357,0.011
1568,12.58,-0.2,3.1366,0.20913,0.0006718,1.6e-06,0.21331,0.01
1569,12.47,-0.25,3.1378,0.20913,0.0006701,1.7e-06,0.21218,0.012
1570,12.75,-0.15,3.1401,0.20913,0.0006684,1.5e-06,0.20881,0.01
1571,13.11,-0.2,3.1353,0.20912,0.0006672,1e-06,0.20762,0.01
1572,13.21,-0.23,3.1314,0.20912,0.0006663,9e-07,0.2047,0.01
1573,13.19,-0.24,3.1343,0.20912,0.0006651,1e-06,0.20374,0.01
1574,12.91,-0.22,3.1347,0.20912,0.000664,1.1e-06,0.20319,0.009
1575,13.12,-0.12,3.1326,0.20912,0.0006629,1.3e-06,0.20367,0.013
1576,12.98,-0.25,3.1331,0.20912,0.0006611,1.5e-06,0.20269,0.009
1577,12.5,-0.3,3.135,0.20913,0.0006599,1.7e-06,0.20109,0.01
1578,12.26,-0.27,3.136,0.20914,0.0006584,1.5e-06,0.19774,0.008
1579,11.55,-0.26,3.1266,0.20915,0.0006562,1.3e-06,0.1885,0.01
1580,11.83,-0.3,3.1258,0.20915,0.0006544,1.2e-06,0.18729,0.006
1581,11.56,-0.22,3.1316,0.20915,0.0006528,1.4e-06,0.19151,0.008
1582,11.89,-0.28,3.1369,0.20915,0.000651,1.5e-06,0.19775,0.005
1583,11.52,-0.25,3.1361,0.20915,0.000649,1.4e-06,0.19253,0.006
1584,11.92,-0.19,3.1352,0.20915,0.0006464,1e-06,0.19277,0.008
1585,11.25,-0.2,3.1395,0.20916,0.0006444,9e-07,0.19584,0.007
1586,11.32,-0.26,3.1407,0.20916,0.0006431,7e-07,0.19803,0.008
1587,11.22,-0.2,3.1422,0.20916,0.0006419,1e-06,0.19782,0.006
1588,11.28,-0.2,3.1455,0.20916,0.0006409,1e-06,0.19738,0.007
1589,11.49,-0.19,3.1522,0.20916,0.00064,1.4e-06,0.19447,0.007
1590,11.25,-0.14,3.1548,0.20916,0.0006392,1.8e-06,0.19306,0.007
1591,10.98,-0.22,3.1537,0.20916,0.0006393,1.9e-06,0.19163,0.004
1592,11.22,-0.27,3.1533,0.20916,0.0006383,1.7e-06,0.18487,0.006
1593,10.8,-0.17,3.1549,0.20917,0.0006364,1.5e-06,0.18352,0.005
1594,11.17,-0.19,3.1601,0.20916,0.0006338,1.3e-06,0.17503,0.005
1595,10.11,-0.18,3.1577,0.20918,0.000631,1.1e-06,0.17108,0.006
1596,10.56,-0.27,3.157,0.20918,0.0006288,1.1e-06,0.17176,0.006
1597,10.11,-0.11,3.1543,0.20918,0.0006274,1e-06,0.17104,0.007
1598,9.94,-0.21,3.15,0.20919,0.0006261,1.1e-06,0.16794,0.008
1599,9.8,-0.17,3.1489,0.20919,0.0006251,1.4e-06,0.16689,0.009
1600,10.33,-0.23,3.1455,0.20918,0.0006241,1.3e-06,0.16212,0.005
1601,10.48,-0.23,3.1476,0.20918,0.0006233,1.4e-06,0.16173,0.005
1602,10.41,-0.21,3.1463,0.20918,0.0006217,1.4e-06,0.16234,0.004
1603,10.03,-0.17,3.1491,0.20919,0.0006197,1.5e-06,0.16385,0.005
1604,10.29,-0.15,3.1493,0.20918,0.0006173,1.6e-06,0.16341,0.005
1605,9.66,-0.25,3.1507,0.20919,0.0006154,1.7e-06,0.16461,0.006
1606,9.71,-0.14,3.1532,0.20919,0.0006146,1.6e-06,0.16601,0.005
1607,10.01,-0.14,3.1565,0.20919,0.0006141,1.1e-06,0.16777,0.006
1608,9.04,-0.22,3.162,0.20921,0.0006137,1.1e-06,0.16223,0.006
1609,9.44,-0.14,3.1645,0.2092,0.0006133,1.2e-06,0.16288,0.007
1610,9.85,-0.12,3.1692,0.20919,0.0006132,1.5e-06,0.16162,0.004
1611,9.45,-0.22,3.1734,0.2092,0.0006117,1.8e-06,0.15725,0.005
1612,9.73,-0.18,3.1738,0.20919,0.0006105,1.7e-06,0.15835,0.006
1613,10.1,-0.12,3.1698,0.20919,0.0006085,1.6e-06,0.16279,0.005
1614,9.57,-0.28,3.1643,0.2092,0.0006071,1.7e-06,0.1624,0.004
1615,9.02,-0.21,3.1612,0.20921,0.0006059,1.7e-06,0.16299,0.007
1616,9.14,-0.23,3.1583,0.20921,0.0006046,1.5e-06,0.15724,0.005
1617,8.92,-0.19,3.1604,0.20921,0.0006038,1.6e-06,0.1557,0.003
1618,8.76,-0.23,3.1527,0.20921,0.0006021,1.5e-06,0.1555,0.004
1619,9.18,-0.27,3.1536,0.20921,0.0006,1.3e-06,0.15607,0.003
1620,8.76,-0.16,3.1491,0.20921,0.0005976,1.1e-06,0.15845,0.005
1621,8.89,-0.23,3.1443,0.20921,0.0005958,1e-06,0.15867,0.003
1622,8.41,-0.24,3.146,0.20922,0.0005942,1.1e-06,0.15411,0.005
1623,8.35,-0.2,3.1475,0.20922,0.0005929,1.2e-06,0.1513,0.004
1624,7.8,-0.26,3.1528,0.20923,0.0005919,1.3e-06,0.14852,0.004
1625,8.62,-0.23,3.1562,0.20922,0.0005926,1.3e-06,0.14965,0.003
1626,8.6,-0.2,3.1565,0.20922,0.0005929,1.3e-06,0.1487,0.005
1627,8.84,-0.29,3.1526,0.20921,0.0005929,1.5e-06,0.14244,0.006
1628,8.47,-0.2,3.1595,0.20922,0.0005927,1.6e-06,0.13966,0.003
1629,7.98,-0.17,3.1608,0.20923,0.0005928,1.7e-06,0.14194,0.004
1630,8.25,-0.18,3.1601,0.20922,0.000593,2.1e-06,0.14339,0.003
1631,8.25,-0.19,3.1618,0.20922,0.0005919,2e-06,0.1445,0.002
1632,8.19,-0.19,3.1578,0.20922,0.0005915,1.8e-06,0.14258,0.003
1633,8.31,-0.2,3.1559,0.20922,0.0005903,1.8e-06,0.14619,0.001
1634,8.21,-0.19,3.1508,0.20922,0.0005889,1.8e-06,0.14893,0.001
1635,7.85,-0.15,3.1464,0.20923,0.0005877,1.9e-06,0.14458,0.003
1636,7.14,-0.23,3.1481,0.20924,0.0005861,1.6e-06,0.14069,0.003
1637,7.45,-0.17,3.1504,0.20924,0.0005849,1.5e-06,0.14346,0.003
1638,7.47,-0.17,3.1434,0.20924,0.0005833,1.3e-06,0.14569,0.003
1639,7.7,-0.23,3.1414,0.20923,0.0005819,1.7e-06,0.14566,0.003
